,core,degree,h,influence,u
387,92,92,1,6.036,25124
388,75,165,1,6.028,11453
389,92,101,1,6.025,13265
390,61,61,61,5.998,31395
391,75,177,1,5.993,11454
392,72,72,72,5.99,33601
393,40,40,40,5.978,26359
394,72,82,72,5.976,19887
395,61,61,61,5.964,31374
396,72,100,72,5.949,29845
397,40,40,40,5.948,26364
398,92,92,1,5.933,25112
399,61,61,61,5.93,31389
400,92,92,1,5.926,25122
401,40,42,40,5.917,17230
402,72,72,72,5.903,33596
403,92,92,1,5.9,25110
404,64,152,64,5.898,15347
405,92,92,1,5.897,25095
406,72,72,72,5.893,33617
407,92,92,1,5.893,25111
408,40,40,40,5.884,26367
409,72,72,72,5.874,33606
410,61,61,61,5.872,31396
411,72,78,72,5.861,17807
412,40,52,1,5.834,21197
413,40,40,40,5.824,26358
414,72,72,72,5.821,33600
415,62,123,62,5.819,12641
416,72,82,72,5.817,19892
417,92,119,1,5.817,12084
418,64,128,64,5.812,15340
419,60,65,1,5.807,15711
420,64,128,64,5.799,15359
421,42,42,42,5.797,36792
422,72,72,72,5.788,33597
423,92,92,1,5.783,25092
424,92,101,1,5.778,18454
425,72,72,72,5.766,33614
426,92,92,1,5.742,25119
427,65,133,65,5.741,29448
428,72,72,72,5.721,33609
429,40,40,40,5.716,26368
430,92,92,1,5.715,25104
431,92,92,1,5.711,25123
432,72,82,72,5.704,19889
433,92,92,1,5.701,25101
434,92,92,1,5.701,25096
435,92,92,1,5.7,25100
436,72,72,72,5.698,33616
437,92,92,1,5.697,25116
438,72,73,72,5.681,29917
439,75,166,1,5.675,11464
440,92,92,1,5.674,25099
441,78,107,42,5.656,10048
442,72,72,72,5.652,33602
443,92,93,1,5.651,25114
444,72,88,72,5.649,5256
445,40,40,40,5.634,26362
446,92,92,1,5.628,25090
447,92,92,1,5.627,25109
448,92,92,1,5.625,25103
449,92,92,1,5.608,25108
450,72,72,72,5.607,33621
451,78,107,42,5.604,10060
452,92,92,1,5.604,25118
453,60,65,1,5.604,15707
454,92,92,1,5.602,25105
455,72,72,72,5.597,33608
456,65,132,65,5.588,4832
457,40,40,40,5.588,26365
458,92,96,1,5.581,8625
459,61,61,61,5.564,31369
460,64,128,64,5.556,15337
461,72,111,72,5.556,7655
462,56,125,44,5.546,2853
463,64,128,64,5.544,15351
464,72,72,72,5.538,33615
465,78,107,42,5.529,10050
466,62,123,62,5.519,12651
467,92,92,1,5.517,25107
468,78,107,42,5.512,10067
469,62,123,62,5.502,12652
470,64,128,64,5.499,15354
471,50,125,50,5.498,5661
472,72,72,72,5.492,33613
473,72,75,72,5.486,25750
474,78,107,42,5.482,10045
475,40,40,40,5.482,26366
476,92,92,1,5.481,25097
477,60,65,1,5.481,15708
478,72,72,72,5.478,33595
479,72,82,72,5.478,2845
480,34,225,40,5.478,12081
481,62,123,62,5.475,12636
482,92,92,1,5.468,25093
483,69,141,69,5.458,1520
484,61,61,61,5.454,31370
485,78,107,42,5.453,10056
486,92,92,1,5.453,25098
487,92,92,1,5.451,25126
488,72,72,72,5.436,33612
489,72,72,72,5.421,33592
490,72,74,72,5.419,33618
491,72,72,72,5.411,33599
492,62,123,62,5.41,12631
493,72,95,72,5.408,28855
494,78,107,42,5.407,10059
495,72,82,72,5.401,19888
496,72,72,72,5.4,33604
497,40,40,40,5.397,26371
498,78,107,42,5.396,10061
499,72,78,72,5.384,17810
500,62,123,62,5.378,12634
501,50,119,1,5.37,5881
502,72,86,72,5.367,5553
503,72,72,72,5.366,33610
504,64,128,64,5.365,15349
505,92,95,1,5.364,25102
506,40,202,1,5.361,6342
507,72,88,72,5.36,2048
508,72,72,72,5.355,33619
509,64,128,64,5.352,15357
510,64,128,64,5.338,15358
511,92,92,1,5.335,25121
512,78,107,42,5.331,10062
513,60,65,1,5.329,15706
514,78,107,42,5.328,10064
515,78,107,42,5.324,10052
516,78,107,42,5.322,10066
517,92,92,1,5.315,25113
518,78,107,42,5.312,10044
519,72,95,72,5.311,20959
520,72,72,72,5.305,33598
521,92,92,1,5.295,25125
522,72,90,72,5.292,15965
523,62,123,62,5.29,12628
524,72,72,72,5.288,33611
525,92,92,1,5.283,25094
526,50,112,54,5.282,5882
527,78,107,42,5.279,10057
528,78,107,42,5.255,10041
529,64,128,64,5.24,15339
530,78,107,42,5.238,10058
531,64,128,64,5.235,15356
532,47,236,30,5.216,3460
533,92,92,1,5.208,25120
534,30,33,1,5.208,13551
535,78,107,42,5.195,10068
536,92,92,1,5.191,25115
537,72,72,72,5.19,33620
538,56,59,1,5.184,14454
539,75,121,1,5.178,11461
540,78,107,42,5.177,10047
541,78,107,42,5.168,10069
542,78,107,42,5.163,10042
543,72,86,72,5.163,23300
544,78,107,42,5.16,10053
545,72,72,72,5.152,33607
546,40,170,1,5.149,10099
547,75,128,1,5.145,11460
548,72,72,72,5.139,33593
549,23,23,23,5.137,21692
550,78,107,42,5.125,10055
551,78,107,42,5.119,10054
552,78,107,42,5.109,10065
553,75,117,1,5.101,11452
554,72,86,72,5.097,31219
555,75,120,1,5.072,11465
556,51,118,1,5.038,16353
557,78,107,42,5.037,10046
558,56,131,1,5.015,9741
559,72,75,72,5.009,25752
560,41,189,1,5.004,988
561,42,168,33,5.001,12332
562,78,107,42,4.99,10051
563,75,120,1,4.987,11455
564,72,72,72,4.972,33603
565,56,98,38,4.961,12646
566,40,169,1,4.959,4697
567,75,106,1,4.943,11466
568,56,98,1,4.941,3106
569,64,128,64,4.926,15352
570,75,106,1,4.913,11457
571,48,97,48,4.911,14023
572,28,62,1,4.91,19763
573,38,78,1,4.896,12284
574,36,117,1,4.88,5203
575,64,146,64,4.88,15361
576,27,33,17,4.879,25245
577,29,98,26,4.866,5229
578,75,106,1,4.853,11462
579,40,150,1,4.83,10869
580,75,106,1,4.826,11451
581,24,24,1,4.816,25486
582,39,189,1,4.802,2356
583,78,107,42,4.802,10040
584,75,120,1,4.796,11463
585,65,134,65,4.768,19780
586,56,111,38,4.763,12632
587,40,155,34,4.726,6340
588,50,101,50,4.713,7413
589,42,159,33,4.704,12330
590,48,204,1,4.686,5192
591,56,98,38,4.674,12653
592,25,27,25,4.644,1469
593,56,98,38,4.61,12637
594,31,79,1,4.603,7390
595,51,146,22,4.602,14767
596,40,40,40,4.595,26348
597,51,133,18,4.591,14766
598,56,98,38,4.571,12633
599,69,129,69,4.571,3210
600,36,127,1,4.568,3054
601,56,98,38,4.555,12639
602,70,78,42,4.54,10227
603,36,197,30,4.538,5120
604,28,181,1,4.532,10653
605,72,72,72,4.525,33605
606,70,78,42,4.496,10225
607,50,107,50,4.491,3335
608,48,48,1,4.481,35484
609,25,25,25,4.477,21695
610,50,81,50,4.463,6018
611,56,98,38,4.46,12630
612,50,177,50,4.457,809
613,70,78,42,4.45,10219
614,74,94,1,4.432,11459
615,65,80,65,4.431,16121
616,70,78,42,4.395,10224
617,17,17,17,4.389,25247
618,25,25,25,4.385,21696
619,74,92,1,4.382,11458
620,11,11,1,4.38,28332
621,56,98,38,4.357,12640
622,42,140,1,4.346,12337
623,15,15,15,4.342,27186
624,70,78,42,4.339,10220
625,34,270,1,4.329,23571
626,26,28,26,4.32,1660
627,51,113,1,4.315,14878
628,26,174,46,4.315,3808
629,36,173,24,4.306,19555
630,42,141,36,4.283,14890
631,69,76,69,4.26,14138
632,70,78,42,4.259,10223
633,65,65,65,4.258,29440
634,64,112,64,4.252,7282
635,62,93,62,4.241,12647
636,23,23,23,4.24,21694
637,41,142,1,4.239,1096
638,47,139,1,4.232,8780
639,26,37,26,4.231,30074
640,17,18,17,4.221,19775
641,65,80,65,4.208,16122
642,50,87,50,4.207,3311
643,50,84,50,4.204,19183
644,26,32,26,4.203,16812
645,48,48,1,4.188,35488
646,74,86,1,4.179,11456
647,48,48,1,4.174,35485
648,36,78,32,4.167,5885
649,69,69,69,4.162,28568
650,70,78,42,4.146,10226
651,48,48,1,4.145,35486
652,51,113,1,4.144,14880
653,56,61,31,4.125,12644
654,69,116,69,4.102,2676
655,26,145,34,4.078,8606
656,26,26,26,4.076,35426
657,70,78,42,4.07,10221
658,70,78,42,4.063,10222
659,56,61,31,4.058,12648
660,65,65,65,4.055,29432
661,34,78,32,4.045,5880
662,47,133,1,4.031,8962
663,50,83,50,4.03,5874
664,21,21,1,4.027,17546
665,65,65,65,4.026,29475
666,37,160,37,4.025,1568
667,48,48,1,4.02,35487
668,69,79,69,4.02,15531
669,65,99,65,4.0,23550
670,15,15,15,3.998,27188
671,69,77,69,3.991,5709
672,65,65,65,3.985,29472
673,27,93,1,3.984,2157
674,40,101,1,3.984,10870
675,50,87,50,3.984,6284
676,64,102,64,3.979,16247
677,50,70,50,3.974,19195
678,69,77,69,3.968,5713
679,51,108,1,3.967,7043
680,29,43,1,3.964,10508
681,51,82,1,3.959,16364
682,65,85,65,3.955,29465
683,69,77,69,3.954,5478
684,65,78,65,3.941,4829
685,15,16,15,3.931,27184
686,35,128,33,3.927,1090
687,69,95,69,3.926,5842
688,50,93,1,3.922,19185
689,51,113,1,3.909,14879
690,40,88,1,3.905,10098
691,65,65,65,3.905,29474
692,42,115,1,3.895,12335
693,32,90,32,3.893,6029
694,29,71,1,3.887,10143
695,69,84,69,3.886,14133
696,62,114,62,3.885,12914
697,28,128,30,3.884,5684
698,50,123,1,3.876,5449
699,69,76,69,3.876,14137
700,56,61,31,3.868,12629
701,65,65,65,3.866,29450
702,50,84,50,3.86,19191
703,65,73,65,3.86,29469
704,51,76,30,3.852,16360
705,50,70,50,3.849,19206
706,69,69,69,3.848,28607
707,26,37,26,3.848,30077
708,41,139,1,3.837,1465
709,65,85,65,3.837,29463
710,56,61,31,3.835,12626
711,69,81,69,3.828,14134
712,65,83,65,3.828,29460
713,42,103,25,3.828,14888
714,35,190,21,3.825,1866
715,36,102,40,3.823,3853
716,37,98,1,3.809,2571
717,50,70,50,3.804,5876
718,69,94,69,3.798,5698
719,26,37,26,3.797,30076
720,65,65,65,3.791,29447
721,63,65,1,3.79,10063
722,65,65,65,3.79,29439
723,56,61,31,3.789,12649
724,51,88,1,3.789,7049
725,69,69,69,3.787,28563
726,69,69,69,3.785,28564
727,65,65,65,3.785,29425
728,62,102,62,3.784,3769
729,56,61,31,3.783,12643
730,64,97,64,3.779,13681
731,69,83,69,3.777,16605
732,65,65,65,3.776,29435
733,56,61,31,3.774,12635
734,56,61,31,3.772,12645
735,36,91,1,3.771,5739
736,42,121,35,3.768,12752
737,15,15,15,3.765,27185
738,69,69,69,3.764,28601
739,69,69,69,3.76,28600
740,31,115,30,3.749,1308
741,69,69,69,3.746,28587
742,19,19,1,3.745,27317
743,69,69,69,3.744,28582
744,42,105,1,3.744,14889
745,31,119,35,3.743,21002
746,33,72,1,3.742,15177
747,65,73,65,3.741,29462
748,69,77,69,3.74,5712
749,50,105,1,3.737,3103
750,69,69,69,3.735,28604
751,69,76,69,3.731,14132
752,37,197,1,3.731,7132
753,50,98,1,3.728,3104
754,69,69,69,3.722,28606
755,64,64,64,3.721,29816
756,69,69,69,3.718,28584
757,69,69,69,3.718,28586
758,26,26,26,3.708,35430
759,65,65,65,3.707,29429
760,69,76,69,3.704,5915
761,65,75,65,3.7,22268
762,94,181,1,3.697,8970
763,65,65,65,3.696,29437
764,35,104,33,3.693,12333
765,65,68,65,3.69,10675
766,69,80,69,3.69,5472
767,69,77,69,3.683,5711
768,34,105,1,3.682,14007
769,69,69,69,3.681,28572
770,26,26,26,3.679,35425
771,34,112,33,3.675,6760
772,69,69,69,3.675,28609
773,51,79,1,3.674,16366
774,64,83,64,3.671,28435
775,28,157,37,3.67,3566
776,64,83,64,3.668,18861
777,47,106,1,3.664,8779
778,65,65,65,3.662,29471
779,64,83,64,3.661,6607
780,69,69,69,3.657,28597
781,65,65,65,3.656,29424
782,65,74,65,3.652,9787
783,42,103,25,3.652,14891
784,51,69,1,3.652,16356
785,42,112,1,3.651,12336
786,29,37,1,3.651,14080
787,50,82,53,3.645,6033
788,64,70,64,3.638,29812
789,69,81,69,3.635,14135
790,64,72,64,3.632,10668
791,65,74,65,3.627,10758
792,69,69,69,3.626,28579
793,29,43,1,3.623,12498
794,65,65,65,3.623,29442
795,69,69,69,3.622,28585
796,35,134,38,3.621,5061
797,65,65,65,3.62,29457
798,94,166,16,3.62,15303
799,69,69,69,3.619,28574
800,37,38,1,3.618,14701
801,64,87,64,3.615,15355
802,69,69,69,3.614,28608
803,26,26,26,3.613,35429
804,34,97,1,3.613,19823
805,26,26,26,3.612,35428
806,65,71,65,3.608,14060
807,51,69,1,3.603,16354
808,64,64,64,3.602,15348
809,50,82,50,3.598,19179
810,64,71,64,3.596,12209
811,64,96,64,3.593,4641
812,28,98,23,3.586,10652
813,33,99,1,3.58,8781
814,37,114,37,3.58,2837
815,69,69,69,3.573,28594
816,51,79,1,3.572,16369
817,69,69,69,3.571,28605
818,69,69,69,3.567,28595
819,69,69,69,3.566,28590
820,65,73,65,3.564,29466
821,40,95,1,3.563,10867
822,31,109,1,3.562,1050
823,69,69,69,3.562,28593
824,62,62,62,3.558,33561
825,69,69,69,3.557,28577
826,69,72,69,3.556,28575
827,65,65,65,3.555,29455
828,69,69,69,3.552,28581
829,65,73,65,3.55,29464
830,65,65,65,3.546,29473
831,50,102,50,3.543,2162
832,65,65,65,3.542,29451
833,32,68,32,3.541,5821
834,26,26,26,3.539,35427
835,69,69,69,3.539,28567
836,64,64,64,3.537,15320
837,65,65,65,3.535,29427
838,69,76,69,3.534,14136
839,69,69,69,3.532,28588
840,65,65,65,3.529,29456
841,40,92,28,3.529,3771
842,64,74,64,3.527,15966
843,51,79,1,3.527,16363
844,62,99,62,3.526,6910
845,64,65,64,3.522,24198
846,69,69,69,3.52,28580
847,42,74,1,3.52,14898
848,69,72,69,3.519,28569
849,64,64,64,3.517,29822
850,69,69,69,3.516,28566
851,69,69,69,3.514,28603
852,15,15,15,3.512,27187
853,69,69,69,3.512,28599
854,64,85,64,3.512,15360
855,64,64,64,3.511,29817
856,41,94,16,3.505,987
857,62,79,62,3.504,10805
858,65,65,65,3.498,29428
859,31,131,32,3.498,3982
860,65,65,65,3.494,29431
861,62,72,62,3.491,5293
862,48,95,35,3.489,3544
863,65,70,65,3.484,29449
864,65,65,65,3.482,29470
865,64,64,64,3.48,29785
866,64,64,64,3.475,29784
867,50,70,50,3.468,19205
868,31,31,1,3.467,15705
869,65,73,65,3.464,29467
870,48,72,1,3.464,16330
871,65,65,65,3.462,29445
872,62,99,62,3.461,752
873,65,73,65,3.451,29468
874,31,79,24,3.45,5104
875,50,71,50,3.448,19180
876,51,69,1,3.447,16355
877,64,64,64,3.446,29795
878,19,19,1,3.444,27316
879,64,64,64,3.443,29814
880,69,69,69,3.441,28571
881,51,69,1,3.439,16352
882,94,140,1,3.434,15304
883,64,64,64,3.431,15325
884,51,76,30,3.43,16365
885,65,65,65,3.427,29441
886,28,109,1,3.426,4682
887,35,85,33,3.426,20391
888,56,61,31,3.426,12638
889,69,69,69,3.425,28596
890,64,64,64,3.425,29798
891,64,64,64,3.419,29810
892,62,101,62,3.415,18612
893,64,64,64,3.41,15326
894,69,69,69,3.407,28570
895,69,69,69,3.406,28589
896,64,64,64,3.405,29789
897,65,65,65,3.404,29453
898,19,19,1,3.403,27314
899,31,123,1,3.401,15923
900,65,65,65,3.4,29452
901,65,65,65,3.399,29443
902,36,75,48,3.395,11729
903,69,69,69,3.394,28578
904,58,88,58,3.392,110
905,65,65,65,3.39,29436
906,64,64,64,3.389,15344
907,64,68,64,3.386,11326
908,64,64,64,3.383,15370
909,64,64,64,3.382,15369
910,64,64,64,3.381,29802
911,64,64,64,3.381,15316
912,50,71,50,3.38,19184
913,62,62,62,3.378,33578
914,42,80,24,3.378,9432
915,33,62,32,3.377,6037
916,65,65,65,3.375,29459
917,65,74,65,3.374,15679
918,69,69,69,3.372,28565
919,65,65,65,3.372,29461
920,64,64,64,3.372,29801
921,64,64,64,3.37,29806
922,64,64,64,3.37,29815
923,64,64,64,3.368,15341
924,69,69,69,3.367,28573
925,64,64,64,3.365,15353
926,37,94,37,3.364,3308
927,48,87,1,3.359,16358
928,51,69,1,3.356,16368
929,64,64,64,3.355,15317
930,54,63,1,3.353,12372
931,64,64,64,3.353,15364
