,core,degree,h,influence,u
229,11,26,16,1.395,738
230,10,26,13,1.395,1495
231,10,32,1,1.393,4238
232,10,34,1,1.392,3513
233,4,39,1,1.388,4992
234,5,36,8,1.388,2019
235,10,24,1,1.385,7620
236,11,27,1,1.382,5243
237,10,31,1,1.38,7136
238,15,30,15,1.38,689
239,7,29,1,1.379,3978
240,10,22,13,1.379,1265
241,9,34,1,1.378,777
242,5,31,9,1.375,3493
243,14,29,17,1.375,7131
244,7,33,1,1.374,1338
245,10,26,18,1.371,653
246,14,23,1,1.369,5228
247,7,33,13,1.369,7321
248,15,20,16,1.366,475
249,6,34,11,1.364,3156
250,10,22,13,1.363,2918
251,15,30,15,1.362,5068
252,15,31,15,1.36,1323
253,10,28,1,1.36,3864
254,9,29,15,1.359,690
255,12,31,1,1.358,179
256,12,27,16,1.355,4458
257,10,28,1,1.353,4718
258,12,32,19,1.353,7105
259,10,31,1,1.35,347
260,5,31,10,1.349,7585
261,11,26,17,1.347,300
262,10,18,1,1.346,326
263,10,26,1,1.345,6180
264,10,25,1,1.341,2575
265,8,26,1,1.337,4356
266,10,25,1,1.336,4364
267,10,22,1,1.335,4423
268,10,26,13,1.335,4117
269,6,22,1,1.333,6990
270,10,26,1,1.332,6225
271,5,31,1,1.331,6867
272,10,25,15,1.329,5238
273,10,25,1,1.329,1046
274,11,26,16,1.329,7597
275,5,31,1,1.328,1406
276,10,27,1,1.328,5768
277,8,27,1,1.328,3146
278,17,17,1,1.327,2921
279,12,23,1,1.325,4071
280,12,27,1,1.324,6854
281,14,18,1,1.324,6794
282,14,22,1,1.324,3011
283,21,28,21,1.324,7742
284,14,22,1,1.321,5635
285,9,23,1,1.319,683
286,12,24,1,1.319,2257
287,14,24,1,1.319,1157
288,5,28,9,1.318,6162
289,13,26,1,1.318,702
290,10,25,1,1.316,1905
291,11,20,1,1.315,3034
292,6,29,8,1.314,6250
293,4,30,8,1.31,7265
294,9,25,1,1.31,1542
295,11,25,1,1.31,2833
296,13,24,15,1.31,5483
297,6,28,8,1.309,2456
298,12,24,1,1.306,2404
299,6,29,10,1.306,3224
300,10,23,13,1.305,5627
301,9,17,13,1.305,1222
302,10,18,12,1.305,5970
303,10,20,1,1.305,2673
304,5,31,8,1.304,6281
305,11,22,1,1.304,6737
306,10,25,1,1.303,6021
307,9,23,1,1.302,7005
308,10,21,1,1.302,2656
309,6,26,10,1.301,6436
310,14,22,17,1.301,5611
311,10,20,1,1.299,6724
312,11,23,15,1.299,4137
313,6,18,1,1.299,3945
314,10,22,17,1.298,4732
315,5,27,1,1.298,4537
316,10,13,1,1.297,2908
317,12,24,1,1.297,6705
318,12,23,15,1.297,6038
319,9,25,14,1.296,1414
320,8,21,14,1.294,3434
321,9,20,1,1.294,5699
322,13,27,15,1.294,5598
323,16,21,18,1.294,5459
324,21,21,21,1.293,6818
325,10,20,1,1.291,7075
326,11,25,1,1.291,3091
327,15,24,15,1.291,5999
328,13,15,1,1.291,5254
329,21,24,21,1.291,508
330,21,21,21,1.291,7058
331,14,16,1,1.29,7
332,11,18,1,1.29,6463
333,14,17,1,1.29,7332
334,9,25,1,1.289,7088
335,11,21,1,1.286,7096
336,21,21,21,1.286,2839
337,10,21,1,1.285,7312
338,21,23,21,1.285,1327
339,9,23,1,1.284,3490
340,15,22,15,1.284,1040
341,12,21,16,1.284,4578
342,12,20,15,1.284,846
343,10,20,1,1.283,5790
344,21,23,21,1.283,6897
345,7,21,8,1.282,955
346,9,24,1,1.282,7180
347,13,22,15,1.281,5153
348,11,24,1,1.281,2979
349,10,19,13,1.281,7230
350,9,18,1,1.281,1663
351,9,21,1,1.281,6573
352,12,23,1,1.28,4380
353,5,25,11,1.279,6657
354,8,28,9,1.279,1545
355,21,21,21,1.279,6641
356,10,19,1,1.278,7101
357,6,24,10,1.278,6376
358,11,17,15,1.277,966
359,21,21,21,1.277,3980
360,16,21,18,1.276,2792
361,21,21,21,1.276,1123
362,9,20,1,1.274,6743
363,6,21,1,1.274,1526
364,10,20,15,1.274,4408
365,13,19,15,1.273,1212
366,9,18,1,1.273,1549
367,12,21,17,1.273,5723
368,21,21,21,1.273,7072
369,16,18,1,1.273,3859
370,9,22,1,1.272,6622
371,12,20,1,1.272,5914
372,16,22,18,1.272,5887
373,9,16,11,1.272,446
374,6,22,1,1.271,7820
375,10,22,1,1.271,7106
376,8,17,9,1.271,7722
377,10,19,1,1.27,7291
378,9,21,1,1.27,2927
379,10,18,1,1.27,2907
380,11,16,1,1.269,1946
381,12,19,15,1.269,7014
382,9,17,13,1.268,3880
383,5,26,1,1.268,3114
384,8,25,1,1.268,3425
385,21,21,21,1.268,3754
386,8,21,1,1.267,4439
387,21,21,21,1.267,5618
388,7,27,1,1.266,7795
389,10,19,1,1.266,1446
390,10,19,14,1.266,2246
391,12,21,1,1.266,6428
392,10,18,1,1.265,1239
393,11,21,14,1.265,7148
394,9,21,1,1.265,4023
395,9,22,12,1.265,7670
396,8,15,9,1.265,6835
397,21,21,21,1.265,5647
398,21,21,21,1.265,1722
399,16,21,18,1.264,22
400,12,21,16,1.264,4889
401,10,19,1,1.264,6847
402,8,20,13,1.264,2287
403,7,22,1,1.262,3235
404,21,21,21,1.262,6692
405,11,15,1,1.261,3628
406,8,26,11,1.26,5257
407,15,22,15,1.26,7307
408,12,22,1,1.259,6823
409,16,20,18,1.259,3339
410,10,22,12,1.258,5234
411,10,15,1,1.258,7658
412,11,17,1,1.257,6386
413,10,19,1,1.256,3577
414,9,22,12,1.256,3672
415,7,22,1,1.256,3772
416,11,18,13,1.256,7867
417,10,19,1,1.255,7413
418,7,20,1,1.255,2951
419,21,21,21,1.255,3147
420,5,27,8,1.254,5651
421,16,18,1,1.253,2402
422,14,16,15,1.252,2658
423,2,26,3,1.252,5156
424,16,19,1,1.252,4203
425,9,18,13,1.251,5212
426,12,20,1,1.25,5406
427,16,21,18,1.25,6455
428,10,15,12,1.249,5274
429,15,20,15,1.249,7122
430,8,20,12,1.248,3658
431,7,24,10,1.248,424
432,15,21,15,1.248,1649
433,12,20,1,1.248,6808
434,6,22,1,1.247,354
435,9,22,1,1.247,372
436,16,20,18,1.247,7351
437,21,21,21,1.247,941
438,11,17,1,1.246,5248
439,10,17,1,1.246,5604
440,9,14,1,1.246,1298
441,6,23,8,1.246,4756
442,9,24,11,1.245,1151
443,6,23,1,1.245,3422
444,9,12,1,1.245,1370
445,11,20,1,1.245,3169
446,10,20,1,1.245,3637
447,11,18,1,1.244,4861
448,8,19,11,1.244,511
449,10,12,1,1.244,6987
450,10,12,1,1.244,6738
451,10,17,1,1.244,5634
452,13,14,1,1.244,6450
453,8,15,11,1.244,6661
454,21,21,21,1.244,467
455,21,21,21,1.244,530
456,12,19,1,1.243,4424
457,8,16,9,1.243,807
458,10,21,14,1.242,143
459,12,19,14,1.242,6048
460,5,23,1,1.241,7382
461,10,20,12,1.241,5062
462,11,15,1,1.241,5775
463,7,18,11,1.24,7262
464,16,20,18,1.24,4851
465,9,16,1,1.239,641
466,16,19,18,1.239,5909
467,10,18,1,1.238,3612
468,10,17,1,1.238,7318
469,6,19,9,1.238,8256
470,11,20,1,1.237,3451
471,16,18,1,1.237,1967
472,10,18,1,1.237,7243
473,10,23,12,1.237,1733
474,13,21,15,1.236,5466
475,10,21,14,1.236,5342
476,21,21,21,1.236,3711
477,9,19,1,1.235,5934
478,13,13,1,1.234,1810
479,11,14,1,1.234,5543
480,6,17,8,1.234,6664
481,3,21,5,1.233,5668
482,11,20,14,1.233,996
483,11,18,1,1.233,5853
484,16,18,1,1.233,274
485,14,14,14,1.231,1445
486,7,22,1,1.23,4473
487,5,19,8,1.23,97
488,7,20,9,1.23,6380
489,16,19,18,1.23,6096
490,3,21,1,1.229,1813
491,9,16,11,1.229,7713
492,5,20,8,1.228,7188
493,15,18,15,1.228,3758
494,7,17,10,1.228,838
495,9,16,1,1.228,5341
496,8,16,10,1.227,1470
497,15,20,15,1.227,5041
498,15,18,15,1.227,4413
499,13,20,1,1.226,1217
500,6,17,10,1.225,6290
501,13,18,15,1.225,3262
502,2,21,4,1.225,7217
503,8,22,12,1.224,1499
504,11,17,13,1.224,3896
505,13,17,15,1.223,5064
506,12,16,14,1.223,4180
507,12,15,1,1.223,4554
508,10,15,14,1.222,512
509,7,20,10,1.222,6113
510,7,17,1,1.222,1895
511,13,15,1,1.221,4822
512,9,18,1,1.221,6989
513,7,16,8,1.221,191
514,21,21,21,1.221,6756
515,11,16,14,1.22,4082
516,9,16,1,1.22,7266
517,11,14,1,1.219,3844
518,15,16,15,1.219,5739
519,5,20,1,1.218,3175
520,15,17,15,1.218,1246
521,9,15,1,1.218,2541
522,11,18,1,1.218,3939
523,12,17,1,1.218,6753
524,9,17,14,1.218,5246
525,16,21,18,1.218,3789
526,3,21,6,1.218,7128
527,9,17,1,1.217,6775
528,5,19,1,1.217,617
529,11,21,1,1.217,4019
530,15,18,15,1.217,5720
531,6,20,8,1.217,5204
532,13,18,1,1.216,6624
533,11,19,1,1.216,6619
534,10,14,1,1.216,6979
535,11,15,1,1.215,6588
536,11,17,13,1.215,1367
537,8,18,11,1.215,5809
538,14,14,14,1.215,2936
539,13,16,15,1.214,1742
540,7,17,1,1.214,1176
541,11,17,14,1.214,506
542,9,19,1,1.214,1940
543,15,16,15,1.214,1170
544,12,19,12,1.214,6947
545,7,18,1,1.213,266
546,13,18,15,1.213,5777
547,8,15,10,1.213,1441
548,8,14,10,1.213,5978
549,15,18,15,1.213,3128
550,16,18,1,1.213,4900
551,5,18,1,1.212,5997
552,11,13,1,1.212,2048
553,12,18,15,1.212,7251
554,11,17,1,1.212,5581
555,12,17,1,1.211,7503
556,8,17,10,1.211,6962
557,13,18,1,1.211,1554
558,5,15,1,1.21,3884
559,15,16,15,1.21,1769
560,9,13,1,1.21,1479
561,11,14,1,1.209,7598
562,7,18,1,1.209,901
563,10,12,1,1.209,355
564,14,14,1,1.209,4994
565,10,17,1,1.208,5012
566,5,18,9,1.208,4779
567,8,16,9,1.207,5527
568,6,20,1,1.206,6084
569,9,17,10,1.206,5900
570,12,17,12,1.206,7887
571,6,17,1,1.206,7304
572,15,16,15,1.206,5883
573,10,12,1,1.206,5087
574,11,18,13,1.206,3374
575,12,14,14,1.206,2045
576,10,15,1,1.205,352
577,9,14,1,1.205,4921
578,8,9,9,1.205,3348
579,11,15,13,1.204,5675
580,5,14,6,1.204,2848
581,9,15,1,1.204,6656
582,6,18,1,1.203,3533
583,6,14,10,1.203,1365
584,8,15,12,1.202,1431
585,10,15,12,1.202,4095
586,5,19,1,1.202,4735
587,6,17,1,1.202,715
588,15,16,15,1.202,6174
589,6,19,8,1.202,1840
590,11,13,1,1.202,5575
591,9,12,1,1.202,3827
592,9,16,1,1.2,4912
593,12,14,14,1.2,6068
594,5,18,9,1.199,4070
595,5,18,1,1.199,2718
596,8,16,8,1.199,5058
597,5,17,8,1.199,7203
598,13,15,1,1.198,1566
599,10,14,1,1.198,7002
600,9,18,1,1.198,3042
601,11,17,1,1.198,5463
602,11,17,1,1.198,5136
603,8,9,1,1.198,3244
604,11,14,13,1.198,5766
605,10,16,1,1.198,7272
606,12,18,12,1.197,3069
607,10,15,1,1.197,1608
608,11,17,1,1.196,1604
609,5,17,7,1.196,1694
610,13,17,15,1.195,3081
611,15,17,15,1.195,7327
612,10,17,12,1.195,5411
613,10,15,12,1.194,3714
614,3,16,1,1.194,5392
615,10,11,1,1.194,2820
616,6,16,1,1.193,1232
617,9,16,1,1.193,2816
618,7,14,10,1.192,4898
619,5,19,7,1.192,6971
620,8,10,9,1.192,5464
621,10,15,11,1.191,3261
622,15,15,1,1.191,3773
623,9,14,1,1.191,6451
624,12,14,14,1.19,6637
625,11,13,12,1.189,6679
626,9,15,1,1.189,5597
627,9,13,10,1.189,622
628,15,16,15,1.189,7153
629,5,16,8,1.188,7225
630,15,15,1,1.188,4995
631,11,16,13,1.188,6903
632,8,15,1,1.188,4841
633,9,14,11,1.187,1297
634,9,13,10,1.187,849
635,6,14,1,1.187,6204
636,6,19,1,1.187,3836
637,8,13,1,1.187,6830
638,9,14,1,1.186,3855
639,9,15,1,1.186,5664
640,11,17,13,1.186,1147
641,5,14,1,1.186,6904
642,2,16,3,1.186,1017
643,13,15,1,1.185,5447
644,3,18,1,1.185,769
645,4,16,8,1.185,6931
646,5,13,8,1.185,5893
647,7,17,8,1.185,1426
648,8,12,1,1.185,6829
649,6,16,1,1.185,6915
650,6,15,8,1.185,2651
651,8,12,1,1.185,1302
652,12,14,1,1.185,2721
653,7,17,1,1.184,5018
654,5,16,9,1.184,2165
655,11,12,1,1.184,3965
656,8,14,11,1.183,778
657,5,15,1,1.183,68
658,5,16,7,1.183,2776
659,12,14,1,1.183,2270
660,15,17,15,1.183,6181
661,15,17,15,1.183,4655
662,6,13,1,1.183,7020
663,10,14,12,1.182,1515
664,10,13,1,1.182,4334
665,8,16,9,1.182,6817
666,9,14,1,1.181,1273
667,5,16,7,1.181,3363
668,11,16,13,1.181,374
669,7,15,9,1.18,3694
670,8,14,1,1.18,5582
671,4,17,1,1.18,7529
672,5,15,1,1.18,3863
673,6,14,8,1.179,6201
674,7,18,1,1.179,6508
675,5,16,6,1.179,7066
676,7,15,10,1.178,6144
677,12,16,14,1.178,842
678,15,16,15,1.178,7373
679,9,9,1,1.178,1971
680,10,15,1,1.177,7580
681,8,14,1,1.177,4295
682,2,18,2,1.177,6321
683,5,15,8,1.176,5124
684,8,13,1,1.176,416
685,8,14,1,1.176,6688
686,8,15,10,1.176,327
687,3,19,3,1.176,7034
688,7,13,10,1.176,2676
689,16,16,1,1.176,4821
690,10,13,1,1.175,6591
691,8,11,1,1.175,3871
692,2,15,5,1.175,6627
693,4,17,7,1.175,6544
694,7,7,1,1.175,4111
695,6,13,7,1.174,3529
696,5,13,1,1.174,5993
697,6,12,6,1.174,3634
698,7,14,1,1.174,1788
699,10,13,11,1.174,6870
700,10,13,1,1.173,5177
701,10,12,1,1.173,1410
702,15,16,15,1.173,3526
703,5,13,1,1.173,169
704,7,14,1,1.172,7149
705,7,15,9,1.172,4974
706,8,14,10,1.172,1517
707,5,16,1,1.172,2875
708,7,15,1,1.171,6550
709,8,13,11,1.171,5706
710,5,16,1,1.171,4402
711,6,15,1,1.171,4837
712,15,17,15,1.171,4489
713,15,15,15,1.171,5512
714,3,15,3,1.17,882
715,11,12,11,1.17,5869
716,5,14,8,1.17,4997
717,7,12,1,1.17,1087
718,13,15,1,1.169,5789
719,10,16,12,1.169,5606
720,15,15,15,1.169,43
721,6,12,7,1.169,1555
722,8,9,1,1.169,444
723,13,15,1,1.168,3399
724,5,12,7,1.168,3083
725,8,13,9,1.167,4247
726,10,16,12,1.167,3059
727,9,15,1,1.167,3982
728,10,14,1,1.167,2384
729,6,16,8,1.167,7208
730,7,14,1,1.167,4567
731,3,15,1,1.166,7568
732,5,15,1,1.166,7132
733,5,15,1,1.166,6479
734,10,14,11,1.166,4508
735,8,9,1,1.166,6566
736,6,16,6,1.165,1783
737,3,15,5,1.165,4552
738,3,15,1,1.165,6776
739,4,15,1,1.164,5085
740,11,14,13,1.164,3807
741,8,14,10,1.164,1287
742,11,13,1,1.164,3437
743,11,12,11,1.164,1754
744,11,13,11,1.164,7900
745,6,16,1,1.164,5721
746,11,11,1,1.164,7715
747,10,13,11,1.164,5620
748,7,14,9,1.163,4840
749,8,15,9,1.163,4865
750,7,10,1,1.163,3395
751,6,12,1,1.163,1726
752,8,11,1,1.163,655
753,8,9,1,1.163,7135
754,9,13,1,1.163,5864
755,12,14,1,1.163,6159
756,12,15,12,1.162,4683
757,10,13,1,1.162,7028
758,9,13,1,1.162,4377
759,6,6,1,1.162,5187
760,7,16,10,1.161,6988
761,9,14,11,1.161,6671
762,4,15,5,1.161,4556
763,5,14,1,1.161,1054
764,9,12,1,1.161,5498
765,7,11,1,1.161,5384
766,8,12,1,1.161,2006
767,6,16,1,1.16,1140
768,6,10,1,1.16,3580
769,12,13,12,1.16,1255
770,8,12,1,1.16,1247
771,5,13,1,1.16,4879
772,8,14,10,1.16,6314
773,6,15,6,1.159,5538
774,4,15,7,1.159,2407
775,9,10,1,1.159,867
776,7,13,1,1.159,1000
777,6,15,7,1.159,4282
778,8,15,10,1.158,4098
779,11,14,13,1.158,2865
780,11,15,13,1.158,2930
781,10,14,1,1.158,3129
782,5,12,8,1.157,130
783,7,13,1,1.157,6412
784,5,16,6,1.157,2672
785,4,11,1,1.156,3020
786,7,11,1,1.156,3908
787,11,15,13,1.156,6557
788,6,7,1,1.156,5375
789,10,11,1,1.156,3787
790,6,14,1,1.155,4619
791,8,13,1,1.155,7612
792,6,13,7,1.155,993
793,9,13,1,1.155,3830
794,8,17,9,1.155,1467
795,9,14,1,1.155,6890
796,9,12,1,1.155,4936
797,5,16,6,1.155,6198
798,13,13,1,1.154,5880
799,10,12,1,1.154,3922
800,10,11,1,1.154,3201
801,8,9,1,1.153,3139
802,8,11,10,1.153,7767
803,6,15,1,1.153,7232
804,7,11,1,1.153,2612
805,10,13,12,1.153,1620
806,7,13,1,1.153,1595
807,9,10,1,1.153,384
808,15,16,15,1.153,7166
809,4,14,1,1.153,6844
810,10,15,12,1.152,7800
811,6,13,7,1.152,583
812,8,13,1,1.152,6801
813,11,11,11,1.152,5958
814,9,11,10,1.152,763
815,8,8,1,1.152,6609
816,8,11,1,1.151,7818
817,8,14,10,1.151,5089
818,8,13,8,1.151,2210
819,10,15,1,1.151,7660
820,7,12,1,1.151,3446
821,9,15,11,1.151,7317
822,6,14,6,1.151,2618
823,5,12,5,1.151,7236
824,7,13,8,1.15,4827
825,4,12,1,1.15,26
826,6,12,1,1.15,2680
827,7,9,1,1.15,7649
828,8,11,1,1.15,6832
829,9,13,10,1.15,6908
830,12,13,12,1.149,6335
831,4,11,6,1.149,1126
832,8,12,1,1.149,317
833,6,11,8,1.149,6793
834,7,14,8,1.149,6575
835,9,12,11,1.149,4928
836,6,8,7,1.149,8235
837,5,15,6,1.149,1606
838,3,12,1,1.148,6750
839,8,13,1,1.148,5563
840,11,11,11,1.148,3981
841,9,14,1,1.148,4189
842,3,14,1,1.148,7305
843,8,9,1,1.148,3388
844,9,14,1,1.147,7146
845,6,13,6,1.147,7594
846,5,12,9,1.147,5878
847,5,12,6,1.147,5023
848,9,11,11,1.147,6006
849,6,15,7,1.147,1359
850,8,12,1,1.147,3657
851,9,11,10,1.147,6505
852,2,15,3,1.146,2395
853,5,14,1,1.146,692
854,4,12,1,1.146,6256
855,3,12,5,1.146,2413
856,5,9,1,1.146,5452
857,2,15,3,1.146,7158
858,4,11,1,1.145,7084
859,3,13,1,1.145,6701
860,4,13,1,1.145,2080
861,12,15,12,1.145,4962
862,9,11,11,1.145,6329
863,5,12,1,1.145,2808
864,6,14,10,1.144,4474
865,1,13,1,1.144,2599
866,4,14,6,1.144,7210
867,3,12,5,1.144,5879
868,10,12,1,1.143,3610
869,5,12,1,1.143,92
870,7,12,1,1.143,8004
871,9,11,9,1.143,5371
872,11,13,1,1.143,5553
873,6,14,6,1.143,395
874,10,10,1,1.143,45
875,5,12,1,1.142,6999
876,7,11,1,1.142,6834
877,6,13,1,1.142,5402
878,6,12,8,1.142,7123
879,9,10,1,1.141,7845
880,4,12,8,1.141,7288
881,8,9,9,1.141,6716
882,4,14,1,1.14,7353
883,8,11,1,1.14,6522
884,7,13,1,1.14,2688
885,4,10,1,1.14,6710
886,3,13,5,1.14,3189
887,8,13,10,1.14,7625
888,7,10,1,1.14,7037
889,5,12,6,1.14,7310
890,4,13,5,1.14,5859
891,7,12,1,1.14,7076
892,5,10,1,1.139,3676
893,4,14,1,1.139,2202
894,6,13,1,1.139,7193
895,6,11,1,1.139,4587
896,10,11,1,1.139,6790
897,9,10,1,1.139,7844
898,7,12,1,1.139,7168
899,6,10,6,1.139,6200
900,10,12,1,1.139,7675
901,8,14,9,1.139,8051
902,3,11,1,1.138,4382
903,9,11,10,1.138,1518
904,8,13,1,1.138,3783
905,8,9,1,1.138,2856
906,4,8,1,1.138,5536
907,2,11,1,1.138,1049
908,5,10,8,1.138,5049
909,12,14,12,1.137,7111
910,7,12,9,1.137,1321
911,6,15,7,1.137,4757
912,7,12,8,1.137,2495
913,8,12,8,1.137,7190
914,2,12,1,1.137,8017
915,8,9,1,1.137,4663
916,9,9,1,1.136,5502
917,8,10,9,1.136,3325
918,4,11,5,1.136,4660
919,3,13,7,1.136,5632
920,9,12,10,1.136,3292
921,6,13,1,1.136,3671
922,8,12,9,1.136,3770
923,3,12,1,1.136,5822
924,4,13,1,1.136,8020
925,3,11,1,1.136,3148
926,6,13,7,1.136,5288
927,8,14,1,1.136,899
928,5,11,7,1.135,3966
929,12,12,12,1.135,7073
930,7,12,8,1.135,6950
931,10,11,1,1.135,1453
932,7,13,8,1.135,650
933,5,11,1,1.135,306
934,4,12,1,1.135,2199
935,6,9,1,1.135,6636
936,7,12,7,1.135,7261
937,7,11,1,1.135,1849
