,core,degree,h,influence,u
100,55,96,1,2.518,77
101,26,82,1,2.513,159
102,29,96,1,2.511,156
103,43,93,1,2.511,227
104,36,103,18,2.493,60
105,27,65,16,2.492,1394
106,34,53,19,2.49,7438
107,21,90,1,2.482,210
108,35,89,1,2.474,536
109,25,67,15,2.467,2860
110,36,62,13,2.464,555
111,46,78,1,2.463,5105
112,24,84,1,2.454,246
113,26,66,1,2.453,268
114,23,77,1,2.451,1492
115,29,69,1,2.444,2244
116,29,87,26,2.438,1869
117,23,72,27,2.437,1
118,29,55,1,2.433,6801
119,21,106,1,2.427,4824
120,35,53,1,2.425,190
121,35,67,1,2.408,5486
122,28,86,1,2.408,1954
123,29,78,1,2.399,3399
124,28,59,1,2.388,752
125,26,54,1,2.383,2071
126,27,82,17,2.38,1257
127,23,59,1,2.375,709
128,29,70,1,2.363,48
129,29,63,1,2.357,4156
130,26,63,1,2.357,1290
131,29,78,1,2.354,612
132,35,70,8,2.352,1776
133,23,53,1,2.351,625
134,23,100,1,2.34,111
135,23,72,1,2.335,86
136,22,89,18,2.314,515
137,29,70,1,2.312,3429
138,25,67,1,2.309,7077
139,29,88,1,2.305,1025
140,29,84,23,2.305,599
141,23,65,1,2.305,3147
142,31,81,1,2.302,649
143,36,85,1,2.302,5682
144,23,64,1,2.287,3498
145,35,54,1,2.287,440
146,23,67,1,2.282,168
147,26,58,23,2.279,4252
148,43,83,1,2.279,226
149,35,71,1,2.272,2497
150,23,81,1,2.267,316
151,27,80,1,2.253,805
152,28,36,1,2.241,2836
153,35,64,1,2.226,513
154,29,85,1,2.225,1103
155,23,69,1,2.225,19
156,24,83,1,2.225,23
157,27,76,17,2.225,981
158,23,74,18,2.221,157
159,42,87,1,2.219,152
160,36,77,1,2.215,797
161,23,71,1,2.215,14
162,25,48,1,2.213,5367
163,17,97,1,2.213,41
164,27,66,1,2.209,637
165,20,92,13,2.208,1159
166,42,95,1,2.203,154
167,35,69,1,2.199,514
168,35,71,1,2.197,1683
169,28,62,1,2.193,2807
170,31,70,1,2.191,10084
171,23,74,1,2.19,12
172,26,68,1,2.189,10
173,23,84,18,2.189,457
174,24,91,1,2.185,192
175,29,72,1,2.165,2250
176,23,77,1,2.164,354
177,22,75,22,2.154,128
178,31,61,1,2.154,8630
179,34,74,1,2.138,1597
180,36,82,15,2.134,1692
181,22,73,21,2.126,563
182,29,80,1,2.124,422
183,20,56,1,2.114,4800
184,17,24,1,2.112,1445
185,18,72,1,2.111,866
186,27,76,1,2.104,79
187,29,67,1,2.102,1587
188,29,62,20,2.092,4804
189,42,72,1,2.086,151
190,18,43,1,2.084,6573
191,23,52,1,2.082,205
192,35,65,1,2.078,1049
193,22,63,12,2.078,2183
194,22,56,1,2.075,750
195,23,52,1,2.074,2596
196,29,52,1,2.073,7355
197,23,68,20,2.072,129
198,19,61,1,2.072,408
199,23,59,26,2.069,635
200,26,55,24,2.069,4041
201,42,67,1,2.067,336
202,23,55,1,2.066,2717
203,23,37,1,2.065,262
204,31,61,1,2.06,11140
205,21,55,1,2.048,1193
206,28,50,14,2.048,636
207,23,79,20,2.045,140
208,24,63,21,2.043,2927
209,18,53,1,2.034,1635
210,17,18,1,2.032,6572
211,26,54,1,2.032,3677
212,33,61,1,2.029,2017
213,19,80,15,2.025,741
214,23,52,1,2.02,155
215,23,64,1,2.02,1765
216,23,56,1,2.019,887
217,23,55,1,2.018,5370
218,24,51,1,2.015,6113
219,29,43,1,2.014,1870
220,23,63,17,2.013,539
221,22,43,1,2.009,263
222,29,59,1,2.008,1547
223,23,63,20,2.006,329
224,24,72,1,2.005,193
225,23,72,1,2.005,56
226,21,64,1,2.003,613
227,21,24,7,2.003,738
228,23,43,1,2.0,335
229,34,60,1,1.996,1031
230,20,86,12,1.995,426
231,21,64,1,1.993,765
232,23,66,17,1.992,5892
233,21,35,1,1.992,3864
234,20,54,16,1.987,593
235,29,60,13,1.987,2731
236,26,48,1,1.984,875
237,23,45,1,1.983,2094
238,25,46,16,1.982,4582
239,18,36,1,1.981,2545
240,36,55,6,1.978,2167
241,28,41,1,1.978,5901
242,21,60,1,1.978,883
243,17,17,1,1.975,2441
244,17,80,1,1.975,37
245,33,50,11,1.975,1392
246,23,57,1,1.973,4263
247,29,45,1,1.973,4920
248,25,42,1,1.965,2243
249,36,77,1,1.957,1044
250,29,53,1,1.954,6681
251,25,32,1,1.953,5554
252,23,67,13,1.951,105
253,22,57,1,1.95,1655
254,23,56,18,1.947,1405
255,23,46,1,1.946,2830
256,23,57,1,1.944,1528
257,23,77,1,1.94,214
258,22,68,12,1.939,1156
259,23,32,1,1.938,5093
260,15,16,5,1.934,50
261,24,45,13,1.934,1960
262,23,60,1,1.931,419
263,23,55,1,1.929,5572
264,22,55,1,1.929,954
265,22,67,17,1.926,950
266,24,61,1,1.922,2075
267,27,45,1,1.914,8399
268,34,51,1,1.914,1596
269,16,69,1,1.914,110
270,23,70,1,1.913,72
271,22,67,1,1.913,122
272,30,45,1,1.913,1017
273,21,47,1,1.909,288
274,23,31,1,1.909,6690
275,23,67,1,1.908,1434
276,23,66,12,1.906,21
277,29,55,1,1.906,3164
278,22,45,1,1.906,799
279,34,55,1,1.904,1030
280,22,43,1,1.901,828
281,23,30,1,1.901,6691
282,28,56,1,1.897,1793
283,23,42,1,1.895,627
284,23,52,15,1.895,118
285,21,37,1,1.891,8507
286,20,71,16,1.89,885
287,24,73,1,1.887,1094
288,38,68,1,1.885,142
289,29,49,1,1.885,1663
290,17,54,1,1.885,3791
291,27,39,1,1.882,9364
292,23,57,1,1.881,85
293,24,43,1,1.877,6009
294,29,36,1,1.874,4039
295,19,55,14,1.873,2704
296,18,69,1,1.873,736
297,23,40,1,1.872,4701
298,15,17,1,1.871,9981
299,32,55,13,1.87,9365
300,18,59,1,1.869,2409
301,23,48,1,1.869,174
302,38,66,10,1.867,143
303,17,29,11,1.863,760
304,18,44,1,1.858,361
305,23,53,1,1.857,610
306,23,42,1,1.857,6122
307,20,59,1,1.852,6675
308,23,41,1,1.849,1525
309,26,44,14,1.848,5363
310,21,53,1,1.848,6561
311,23,51,1,1.848,234
312,21,49,1,1.842,622
313,32,52,12,1.839,10062
314,24,64,1,1.836,1980
315,23,49,1,1.833,8509
316,20,49,1,1.832,5389
317,21,40,15,1.829,2314
318,20,49,1,1.826,2377
319,23,40,1,1.824,332
320,29,49,1,1.822,817
321,23,45,1,1.819,3792
322,26,48,1,1.816,207
323,18,38,1,1.815,28
324,21,54,1,1.811,3778
325,23,26,10,1.81,554
326,13,13,1,1.808,9857
327,22,48,14,1.807,3210
328,19,58,1,1.806,742
329,20,41,1,1.805,7962
330,26,50,1,1.798,209
331,24,65,1,1.797,1827
332,23,38,1,1.793,6089
333,23,33,1,1.792,871
334,22,51,1,1.791,3247
335,29,54,1,1.788,2008
336,17,34,1,1.784,521
337,23,44,1,1.784,2526
338,19,31,1,1.779,1263
339,24,59,1,1.779,44
340,17,26,6,1.778,1286
341,20,46,1,1.777,346
342,20,50,1,1.777,3641
343,20,54,1,1.774,1731
344,23,50,1,1.773,609
345,18,40,1,1.773,2636
346,23,33,1,1.771,3518
347,21,46,10,1.771,117
348,19,33,15,1.769,163
349,17,61,1,1.768,1690
350,21,64,1,1.768,3462
351,23,33,1,1.766,2955
352,23,44,1,1.766,6132
353,22,35,1,1.765,5999
354,22,37,10,1.762,6797
355,17,18,3,1.76,1311
356,20,48,1,1.759,651
357,30,42,1,1.758,1018
358,24,37,1,1.757,12075
359,14,53,11,1.756,255
360,22,43,1,1.755,2549
361,16,40,1,1.755,2748
362,26,47,1,1.754,135
363,29,50,1,1.753,421
364,21,63,9,1.752,1617
365,16,51,1,1.75,4048
366,23,44,1,1.747,1209
367,18,52,1,1.746,258
368,26,44,11,1.746,136
369,19,45,13,1.746,653
370,20,55,1,1.746,51
371,19,21,1,1.746,7112
372,23,35,1,1.74,486
373,24,64,1,1.736,4854
374,18,47,1,1.735,2804
375,20,59,1,1.735,3042
376,15,50,1,1.733,4579
377,38,49,6,1.733,141
378,28,41,1,1.732,1266
379,21,43,1,1.732,3492
380,24,47,1,1.731,8372
381,24,49,1,1.73,2305
382,21,38,1,1.729,575
383,22,60,1,1.728,1987
384,22,39,1,1.728,991
385,22,49,1,1.727,4585
386,20,50,1,1.725,985
387,20,43,14,1.723,6018
388,17,23,1,1.721,8376
389,13,66,1,1.719,682
390,22,49,1,1.718,4586
391,29,47,1,1.718,423
392,22,42,1,1.716,8991
393,19,42,20,1.716,4900
394,20,34,1,1.715,5812
395,22,47,1,1.715,800
396,21,57,1,1.715,834
397,26,38,1,1.712,225
398,21,36,17,1.71,8744
399,16,20,1,1.708,8529
400,26,41,1,1.708,1377
401,20,45,14,1.708,793
402,19,58,10,1.707,396
403,23,32,1,1.706,153
404,23,40,1,1.706,629
405,23,34,1,1.705,605
406,30,35,1,1.705,11239
407,22,48,1,1.703,5000
408,23,57,1,1.703,656
409,21,40,1,1.702,2067
410,15,50,12,1.702,460
411,23,34,1,1.701,2215
412,21,35,1,1.701,6494
413,22,56,1,1.699,4280
414,23,36,13,1.699,7597
415,23,36,20,1.698,2634
416,15,52,1,1.695,545
417,24,48,1,1.695,1589
418,29,41,1,1.691,7082
419,24,31,1,1.685,1632
420,22,44,1,1.685,3651
421,15,56,10,1.684,572
422,15,64,1,1.684,2846
423,17,38,1,1.684,222
424,20,55,12,1.684,116
425,26,51,1,1.68,107
426,12,53,1,1.677,74
427,31,52,31,1.677,9994
428,23,37,16,1.677,6571
429,13,30,1,1.674,9716
430,23,26,1,1.674,6674
431,18,25,1,1.67,4958
432,23,40,1,1.669,2199
433,15,17,1,1.668,12589
434,15,53,10,1.666,586
435,16,52,1,1.666,315
436,20,54,10,1.665,791
437,17,25,1,1.663,4152
438,10,11,5,1.661,9708
439,20,46,1,1.66,2114
440,17,51,1,1.66,195
441,17,39,10,1.659,1098
442,20,54,1,1.659,150
443,13,35,1,1.659,401
444,24,32,1,1.658,4975
445,16,20,11,1.657,9746
446,16,34,1,1.657,9964
447,20,44,1,1.656,526
448,14,59,1,1.656,2389
449,21,39,12,1.655,1728
450,17,57,10,1.654,507
451,22,25,1,1.652,1794
452,20,44,1,1.651,1652
453,20,43,12,1.65,2928
454,15,31,10,1.649,2315
455,24,53,9,1.649,850
456,21,45,1,1.647,2182
457,22,48,1,1.643,6583
458,13,14,1,1.64,1591
459,12,44,1,1.64,240
460,20,49,1,1.638,602
461,21,28,1,1.638,3735
462,18,34,1,1.632,5007
463,24,40,9,1.632,667
464,14,43,1,1.632,20
465,18,38,1,1.632,1379
466,23,40,1,1.632,1473
467,20,38,1,1.632,1782
468,22,47,1,1.631,31
469,21,34,1,1.63,2622
470,13,55,1,1.63,92
471,17,38,14,1.628,740
472,23,33,1,1.627,78
473,16,40,1,1.627,437
474,14,53,11,1.627,989
475,23,35,1,1.626,383
476,14,37,1,1.625,1466
477,15,53,1,1.624,2259
478,22,31,1,1.624,2708
479,17,32,8,1.624,3078
480,18,39,11,1.623,6123
481,14,41,11,1.622,2247
482,19,38,1,1.622,1784
483,15,50,1,1.621,1944
484,16,45,14,1.62,220
485,15,51,10,1.618,571
486,19,32,12,1.617,2598
487,23,30,1,1.617,5925
488,18,36,1,1.615,87
489,22,31,1,1.614,6917
490,12,22,1,1.612,235
491,17,34,8,1.61,650
492,23,41,1,1.61,103
493,24,39,13,1.609,4158
494,23,36,1,1.609,2177
495,23,24,1,1.608,8508
496,20,20,1,1.608,4707
497,21,27,1,1.608,1539
498,17,40,1,1.608,3682
499,19,22,1,1.608,966
500,15,50,1,1.605,2019
501,17,38,13,1.604,194
502,20,47,15,1.604,249
503,11,47,1,1.603,307
504,18,25,1,1.603,6095
505,20,35,1,1.603,471
506,8,15,1,1.602,628
507,15,43,1,1.6,2086
508,19,44,1,1.6,1316
509,20,35,15,1.6,1485
510,20,36,1,1.6,238
511,11,11,1,1.598,9744
512,20,37,12,1.598,1545
513,20,39,1,1.596,8400
514,22,23,1,1.594,6000
515,22,56,1,1.593,519
516,22,39,1,1.592,33
517,14,47,12,1.591,597
518,19,36,1,1.589,1530
519,23,39,1,1.589,6133
520,14,52,1,1.588,3029
521,21,42,14,1.587,5893
522,15,50,1,1.587,754
523,17,41,1,1.586,231
524,23,32,13,1.585,2375
525,22,30,1,1.582,3499
526,19,35,1,1.581,2161
527,18,41,1,1.581,1169
528,18,50,1,1.58,2491
529,17,38,1,1.579,1198
530,17,46,1,1.578,1514
531,16,41,1,1.577,61
532,13,35,13,1.576,2833
533,9,49,1,1.576,1520
534,14,29,1,1.576,1658
535,20,36,1,1.575,1546
536,20,28,1,1.575,818
537,19,34,1,1.574,3
538,23,36,1,1.574,330
539,16,20,1,1.573,10071
540,16,45,10,1.573,1946
541,16,49,1,1.572,2506
542,13,43,11,1.57,604
543,15,41,10,1.568,1102
544,13,34,1,1.568,3553
545,18,32,1,1.567,308
546,19,23,1,1.566,5087
547,20,37,9,1.566,1868
548,19,31,1,1.565,292
549,16,50,1,1.565,36
550,16,43,10,1.565,7369
551,19,35,9,1.564,876
552,15,20,1,1.563,2617
553,19,30,1,1.562,4784
554,16,47,10,1.562,1515
555,17,34,1,1.559,884
556,15,44,1,1.558,312
557,17,40,9,1.558,409
558,15,20,1,1.557,9494
559,16,41,1,1.554,242
560,20,29,1,1.553,4875
561,15,29,1,1.553,10319
562,19,42,1,1.553,341
563,21,40,1,1.552,4882
564,13,38,10,1.552,42
565,13,45,14,1.551,349
566,18,29,1,1.548,6684
567,17,18,1,1.547,1285
568,15,19,1,1.547,11138
569,19,39,1,1.547,1967
570,20,24,1,1.546,1192
571,14,32,13,1.545,5335
572,13,46,10,1.545,1759
573,16,38,1,1.543,303
574,20,36,1,1.543,5813
575,24,41,10,1.543,3789
576,11,36,1,1.541,1188
577,8,11,4,1.541,327
578,22,38,1,1.541,7951
579,20,31,1,1.54,8867
580,13,46,11,1.54,1153
581,23,35,1,1.537,416
582,15,38,14,1.536,1038
583,17,35,1,1.536,2077
584,15,33,1,1.536,890
585,19,28,1,1.535,658
586,15,34,1,1.535,6142
587,16,38,9,1.535,988
588,24,36,1,1.534,2076
589,17,40,1,1.534,38
590,19,40,14,1.534,43
591,22,41,1,1.533,4272
592,16,37,1,1.533,3779
593,16,43,1,1.532,2817
594,15,33,1,1.531,4133
595,19,33,1,1.531,804
596,13,46,1,1.53,862
597,19,31,1,1.529,259
598,15,37,8,1.529,4316
599,19,27,1,1.529,5455
600,24,38,1,1.529,3488
601,18,27,12,1.529,7333
602,15,43,11,1.529,1943
603,20,23,1,1.528,5539
604,20,36,1,1.527,173
605,21,44,1,1.527,833
606,20,34,10,1.526,245
607,19,29,1,1.525,8536
608,12,36,1,1.524,2117
609,23,30,1,1.524,4696
610,20,37,1,1.524,1578
611,18,30,1,1.524,503
612,19,27,1,1.523,11120
613,17,28,1,1.523,6542
614,15,40,10,1.523,2011
615,24,34,10,1.521,7114
616,20,42,1,1.521,942
617,19,24,1,1.517,10173
618,23,32,1,1.517,826
619,16,37,1,1.517,481
620,22,29,1,1.516,1743
621,16,44,1,1.514,1764
622,31,35,31,1.513,10813
623,15,40,10,1.513,3212
624,20,44,1,1.513,1881
625,16,33,1,1.512,1537
626,15,44,1,1.512,6477
627,12,12,1,1.511,11510
628,18,31,1,1.511,6021
629,19,28,1,1.511,485
630,15,36,1,1.509,260
631,22,41,1,1.509,283
632,20,23,11,1.509,6011
633,14,35,1,1.509,442
634,23,24,1,1.508,5368
635,19,34,1,1.508,1957
636,19,21,1,1.507,10910
637,15,36,1,1.506,1045
638,19,35,12,1.506,297
639,17,37,16,1.506,1521
640,16,28,1,1.506,1700
641,16,33,1,1.504,642
642,21,30,1,1.504,167
643,13,33,1,1.504,5922
644,31,35,31,1.503,10812
645,17,35,1,1.502,721
646,17,25,1,1.501,9345
647,20,34,1,1.501,5449
648,25,46,1,1.5,5220
649,17,29,1,1.499,775
650,20,29,1,1.499,3760
651,16,45,1,1.497,700
652,16,28,1,1.496,802
653,17,46,1,1.496,1656
654,24,33,10,1.495,1941
655,20,33,1,1.494,707
656,20,32,1,1.493,794
657,20,30,1,1.492,717
658,26,34,1,1.492,376
659,18,31,1,1.492,3479
660,17,22,1,1.492,1971
661,20,31,1,1.492,4047
662,13,40,1,1.491,1429
663,13,39,9,1.491,120
664,16,41,1,1.49,511
665,10,32,10,1.49,295
666,17,38,1,1.49,959
667,19,28,1,1.489,130
668,22,38,1,1.489,1078
669,18,37,1,1.489,737
670,15,16,1,1.488,8506
671,22,29,6,1.488,5069
672,20,42,1,1.488,1880
673,18,22,1,1.488,3877
674,21,36,1,1.487,6265
675,14,42,9,1.487,7295
676,16,33,12,1.486,4151
677,15,38,1,1.486,1036
678,15,28,1,1.486,83
679,20,40,1,1.486,89
680,17,34,9,1.486,1966
681,21,30,1,1.485,11240
682,12,40,14,1.484,8450
683,12,44,1,1.484,1115
684,14,18,1,1.484,5060
685,23,32,1,1.484,827
686,31,31,31,1.483,11405
687,20,26,1,1.483,6024
688,13,26,1,1.483,7097
689,23,24,1,1.482,2631
690,15,44,7,1.481,1327
691,21,28,1,1.481,1736
692,15,30,1,1.48,1063
693,15,33,1,1.48,4458
694,13,27,1,1.48,595
695,15,27,1,1.48,9568
696,19,29,8,1.48,2005
697,18,24,1,1.479,4999
698,18,36,1,1.479,170
699,15,30,1,1.479,1594
700,16,30,1,1.478,7956
701,16,40,1,1.477,9576
702,26,34,1,1.477,377
703,12,37,1,1.476,523
704,18,32,1,1.476,1221
705,31,31,31,1.476,11431
706,16,36,1,1.476,186
707,15,26,1,1.476,6452
708,20,30,1,1.476,54
709,14,35,1,1.475,4426
710,31,31,31,1.475,11430
711,12,26,1,1.475,114
712,12,42,1,1.474,632
713,14,40,1,1.474,842
714,31,31,31,1.473,11427
715,19,30,1,1.473,3315
716,18,43,10,1.472,2069
717,19,23,1,1.472,5114
718,17,26,1,1.472,2805
719,7,7,1,1.472,7795
720,13,38,14,1.471,6072
721,15,43,1,1.471,1730
722,15,36,1,1.47,1046
723,11,41,9,1.47,2283
724,11,37,12,1.47,941
725,22,35,7,1.469,2364
726,21,26,1,1.469,5661
727,31,31,31,1.469,11415
728,13,32,1,1.468,724
729,12,37,1,1.468,3736
730,25,46,1,1.467,5221
731,31,31,31,1.467,11413
732,12,43,10,1.467,1599
733,14,35,13,1.467,7225
734,13,24,1,1.466,4285
735,18,24,1,1.466,8035
736,31,31,31,1.465,11408
737,18,28,12,1.464,8652
738,15,32,1,1.464,67
739,17,37,1,1.464,1197
740,17,23,1,1.464,6683
741,17,24,1,1.463,8745
742,15,26,1,1.463,3506
743,31,31,31,1.462,11406
744,31,31,31,1.462,11411
745,15,31,1,1.461,809
746,31,33,31,1.46,8899
747,19,28,1,1.46,773
748,19,44,1,1.459,2721
749,12,22,1,1.459,5801
750,16,29,8,1.458,548
751,17,25,1,1.458,370
752,14,23,1,1.457,8267
753,15,24,1,1.457,9002
754,13,35,1,1.457,306
755,6,6,1,1.456,2393
756,31,31,31,1.456,11416
757,11,43,1,1.456,393
758,17,22,1,1.455,3040
759,17,34,1,1.455,1569
760,24,29,1,1.454,2188
761,19,36,12,1.454,3283
762,14,30,1,1.454,3320
763,8,11,1,1.454,7954
764,22,24,1,1.454,4038
765,18,27,15,1.454,8147
766,15,31,1,1.453,516
767,18,37,1,1.453,5098
768,16,29,1,1.453,112
769,22,42,1,1.452,4273
770,31,31,31,1.452,11410
771,31,31,31,1.452,11420
772,19,32,1,1.452,5879
773,18,35,18,1.452,3138
774,31,31,31,1.451,11429
775,19,26,1,1.448,2689
776,31,31,31,1.448,11423
777,10,37,1,1.447,1074
778,31,31,31,1.447,11414
779,16,27,8,1.447,1691
780,19,26,1,1.446,10738
781,19,32,1,1.446,1551
782,15,26,11,1.445,1146
783,17,19,1,1.445,125
784,19,31,1,1.444,1179
785,15,22,1,1.444,9480
786,31,31,31,1.444,11428
787,16,23,1,1.444,725
788,15,29,1,1.444,3675
789,22,37,1,1.443,8293
790,13,19,1,1.442,11866
791,16,23,1,1.441,204
792,22,40,7,1.441,1930
793,15,32,1,1.44,3673
794,11,11,1,1.439,9745
795,18,34,1,1.438,3041
796,22,32,1,1.437,32
797,10,42,8,1.437,2603
798,20,36,9,1.437,5450
799,15,24,1,1.437,3482
800,16,33,1,1.436,39
801,20,36,1,1.436,706
802,17,18,1,1.435,4046
803,19,34,1,1.433,4319
804,12,36,7,1.433,1313
805,20,34,9,1.433,1318
806,31,31,31,1.433,11418
807,14,22,1,1.432,10311
808,14,21,1,1.432,751
809,12,32,9,1.432,375
810,18,18,1,1.43,4255
811,17,26,1,1.43,158
812,11,31,1,1.429,4309
813,19,24,1,1.429,720
814,13,30,1,1.429,3908
815,20,32,1,1.427,8856
816,17,35,7,1.427,2787
817,31,31,31,1.427,11419
818,15,27,1,1.427,5772
819,18,25,1,1.427,237
820,17,19,1,1.426,5360
821,16,39,8,1.426,688
822,13,24,1,1.426,5553
823,13,28,1,1.426,5
824,19,31,1,1.425,296
825,14,42,1,1.424,1171
826,24,24,1,1.424,7244
827,22,32,1,1.422,322
828,31,31,31,1.422,11404
829,31,31,31,1.422,11412
830,31,31,31,1.422,11417
831,15,19,1,1.422,1768
832,11,31,7,1.422,1988
833,31,31,31,1.421,11422
834,19,32,1,1.421,189
835,15,20,1,1.42,9220
836,15,24,1,1.419,275
837,31,31,31,1.419,11409
838,16,21,1,1.419,7019
839,17,33,1,1.419,990
840,31,31,31,1.418,11421
841,31,31,31,1.418,11425
842,17,34,7,1.417,3780
843,17,37,1,1.416,3122
844,19,26,1,1.416,6784
845,13,18,1,1.416,4030
846,19,27,1,1.415,1027
847,20,24,1,1.414,8387
848,7,38,8,1.414,2462
849,15,23,1,1.414,160
850,31,31,31,1.414,11407
851,13,17,1,1.414,6305
852,9,38,9,1.414,3770
853,19,31,1,1.413,4320
854,15,34,1,1.413,284
855,14,32,1,1.413,3027
856,15,32,1,1.413,389
857,18,18,1,1.413,7006
858,15,29,1,1.413,121
859,13,33,1,1.41,690
860,22,30,1,1.41,1431
861,20,23,5,1.41,11629
862,20,26,1,1.409,1154
863,19,32,1,1.409,340
864,16,23,1,1.409,718
865,17,26,1,1.409,1576
866,19,37,1,1.409,1671
867,13,30,1,1.408,149
868,31,31,31,1.408,11426
869,31,31,31,1.408,11424
870,16,37,1,1.408,2002
871,14,23,1,1.405,8605
872,12,29,1,1.405,218
873,14,30,1,1.404,2551
874,16,36,1,1.403,8256
875,21,22,1,1.403,11037
876,17,26,1,1.403,749
877,14,15,1,1.403,6096
878,12,25,1,1.403,3173
879,12,29,1,1.403,244
880,14,18,1,1.402,9752
881,22,29,1,1.401,8881
882,15,29,1,1.399,517
883,13,26,1,1.397,758
884,15,25,13,1.397,7940
885,14,22,11,1.396,9370
886,11,16,9,1.396,11264
887,17,26,9,1.396,2828
888,7,7,1,1.396,5881
889,12,13,1,1.396,745
890,15,27,1,1.396,1947
891,16,26,1,1.395,8501
892,12,27,1,1.395,1724
893,18,22,1,1.394,4164
894,17,27,1,1.394,5912
895,19,35,1,1.394,1754
896,15,35,1,1.393,1035
897,13,34,10,1.393,4878
898,11,24,1,1.393,2498
899,14,29,1,1.393,7054
900,12,23,1,1.392,2799
901,21,26,1,1.392,1791
902,13,31,11,1.391,8210
903,11,11,1,1.391,9483
904,13,21,1,1.391,12434
905,10,34,10,1.391,839
906,17,21,1,1.391,3952
907,10,16,1,1.39,8528
908,15,31,8,1.39,4305
909,15,24,1,1.39,2725
910,12,37,11,1.389,4518
911,19,29,1,1.389,5235
912,10,37,8,1.389,2626
913,16,28,1,1.389,171
914,13,17,1,1.389,6544
915,14,18,1,1.389,1771
916,18,27,1,1.388,169
917,14,20,1,1.388,747
918,13,31,1,1.388,835
919,12,34,1,1.387,524
920,13,34,13,1.387,590
921,17,19,1,1.387,1662
922,16,29,1,1.386,3632
923,10,32,8,1.385,2602
924,10,34,1,1.385,6330
925,14,27,1,1.385,6680
926,16,34,1,1.384,5003
927,13,32,1,1.384,6067
928,18,22,1,1.384,7104
929,15,16,1,1.383,2544
930,16,29,8,1.383,2739
931,19,31,1,1.383,1672
932,14,27,1,1.383,444
933,13,21,1,1.383,982
934,17,33,1,1.382,3121
935,6,34,1,1.382,6271
936,15,23,1,1.382,1851
937,16,27,10,1.382,3777
938,10,24,9,1.381,2087
939,13,14,1,1.381,12808
940,11,16,1,1.381,3255
941,15,31,1,1.381,7240
942,13,26,1,1.381,57
943,13,32,1,1.381,3906
944,16,28,1,1.38,2080
945,15,26,1,1.38,1465
946,15,20,1,1.379,4433
947,9,9,1,1.379,7007
948,14,26,13,1.378,4545
949,15,21,7,1.378,3389
950,6,7,1,1.377,1080
951,10,25,9,1.377,2297
952,19,29,1,1.377,1178
953,16,25,1,1.377,2518
954,12,13,1,1.377,10903
955,13,29,10,1.377,47
956,22,32,1,1.376,2294
