,NI,u
398,252.3274704877572,14453
399,250.83669146826077,6228
400,250.28524781942366,1642
401,250.1817731237348,989
402,250.02241920171429,23235
403,249.74096521438054,6708
404,249.71927473483146,6281
405,249.52183491074373,8766
406,249.3935443331174,3050
407,249.3935443331174,3052
408,249.3486549547531,3103
409,248.98727818265266,16238
410,248.9295516437891,9172
411,248.65585660818198,19202
412,248.52464666507427,2129
413,248.28119438339257,22729
414,247.42965164828388,3106
415,247.2213224214203,4487
416,247.09286712791143,23838
417,246.28883359005516,14456
418,245.82219861941562,15444
419,245.459146067235,12627
420,245.45625033207955,7401
421,244.20625213325079,8663
422,243.81791301219508,18451
423,243.73109730882427,9366
424,243.5069366157597,11727
425,242.0727302085473,6960
426,241.9851778223955,9402
427,241.68392987289585,5880
428,240.981308243737,7394
429,240.73833316699597,6284
430,240.73524665137523,12565
431,239.90487577234884,2143
432,239.75078611487828,3123
433,239.72621603068865,7282
434,239.27929206912074,2036
435,239.06054910782012,7403
436,238.56390120953495,5395
437,238.162509842677,3690
438,238.08063187965368,2385
439,237.83568733317057,1318
440,237.18932878017648,1979
441,237.09657129564894,7049
442,236.95099564010653,16760
443,236.90007014856113,1458
444,236.30909399090675,1384
445,235.9820879945434,5885
446,235.96711317158977,7527
447,235.7557603242489,9915
448,235.37597207253478,1972
449,235.25231826017236,13547
450,235.25231826017236,13552
451,235.25231826017236,13565
452,235.22912482898246,9536
453,235.05963271496557,17504
454,233.75144395676918,1520
455,233.01309547673088,13190
456,232.05103894746438,9916
457,231.93863479153677,23542
458,231.54457177138798,1748
459,230.40500289054748,13441
460,230.40500289054748,13440
461,230.40500289054748,13437
462,230.40500289054748,13443
463,229.70582949253514,9575
464,229.47621787984193,12943
465,228.82584831256182,18733
466,228.73058805927633,12769
467,227.9903457473123,5106
468,227.60644759301988,13002
469,224.26316100801836,5821
470,223.56082390498136,6600
471,223.21807659672857,3335
472,221.9854800253431,15443
473,221.72440498510838,12914
474,221.52453730964174,12284
475,220.528440033239,19048
476,220.43778883428553,10522
477,220.34199100650045,13395
478,219.89307088693255,15494
479,219.75919665352208,5098
480,219.22562541096661,12640
481,219.22562541096661,12639
482,219.22562541096661,12637
483,219.22562541096661,12633
484,219.22562541096661,12630
485,219.22562541096661,12653
486,219.22562541096661,12646
487,218.69857038247048,14692
488,218.30153351169213,20119
489,217.4945727203212,832
490,216.85564593536574,20549
491,216.55963020543962,546
492,216.26818087593202,5726
493,216.12800563294573,11459
494,215.95388820365312,5254
495,215.8266225143004,26370
496,215.8266225143004,26369
497,215.8266225143004,26361
498,215.8266225143004,26351
499,215.8266225143004,26350
500,215.8266225143004,26349
501,215.8266225143004,26345
502,215.8266225143004,26347
503,215.8266225143004,26346
504,215.8266225143004,26360
505,215.8266225143004,26355
506,215.8266225143004,26352
507,215.8266225143004,26354
508,215.8266225143004,26353
509,215.8266225143004,26357
510,215.8266225143004,26356
511,215.8266225143004,26372
512,215.7082052712349,16364
513,215.33172749182154,17526
514,215.33172749182154,17525
515,215.33172749182154,17532
516,215.33172749182154,17537
517,215.33172749182154,17536
518,215.2196625946681,15403
519,215.21961521358196,14025
520,215.01717864142813,7060
521,215.00652053533113,21000
522,214.9403100989377,17042
523,214.6179366091086,9917
524,213.54776935053638,4604
525,213.03862252817686,1433
526,213.02449441154184,11821
527,212.86408879336437,13769
528,212.86408879336437,13768
529,212.01860671618763,16330
530,211.59710489967614,13025
531,211.4712895524575,6225
532,211.36836056587464,22435
533,211.2415155821176,6910
534,211.2052871764923,9194
535,211.0751116848567,934
536,210.70682492591047,18459
537,210.34861281917378,7674
538,210.23513674559925,14448
539,210.13152743644355,28576
540,209.96162756278255,5874
541,209.92421658945463,20825
542,209.38995320576547,16285
543,209.25247352412455,18693
544,209.23472340253076,10143
545,208.65124178828583,18059
546,208.58211287338733,18671
547,208.2758444047299,5378
548,208.10194246850926,18142
549,207.77018776465667,7537
550,207.64302675534836,2575
551,207.41614689763773,23810
552,207.093436670628,6037
553,206.77341776193876,13804
554,205.84210878183487,9432
555,205.4844119256834,17040
556,205.4527544514757,7181
557,204.86892954062193,1738
558,204.49656102029263,4667
559,204.18772502305748,23263
560,203.85994727984217,578
561,203.76766468553032,5228
562,203.62517509821794,22778
563,203.22764932039843,5673
564,202.7788308032689,13740
565,202.7788308032689,13739
566,202.72187432781848,22733
567,202.6958847969748,6963
568,202.14629164565454,11283
569,201.55925696959494,23538
570,201.5230749916244,23550
571,200.86195188995745,15930
572,200.80727986618518,17019
573,200.66795921223007,25595
574,200.66795921223007,25606
575,199.2305931712864,19183
576,199.10935335079856,11774
577,199.01156247445388,11206
578,198.97082239134224,5634
579,198.82312574245788,4656
580,198.7661452624604,9403
581,198.70938458500035,5191
582,198.7000462949275,7399
583,198.53229334203746,1388
584,198.21251744555042,17501
585,198.1825155396562,1734
586,198.15335228851572,3104
587,198.11288995481297,6033
588,197.89446740941148,1116
589,197.7067619943459,13999
590,197.4095507159021,2384
591,197.33927255821936,22482
592,196.87975351497846,30941
593,196.8437926350902,25585
594,196.8437926350902,25598
595,196.5244301483122,21704
596,196.52210562486545,8298
597,195.97195449697605,4073
598,195.86612127177216,14463
599,195.35699517995693,3685
600,194.92267238287073,15457
601,194.6635520660423,14458
602,194.45963963817013,6814
603,194.10983173374328,5448
604,193.8119216905916,4641
605,193.41581403935533,1672
606,193.2926756167591,7371
607,193.1783475024141,30256
608,192.94227292485573,1747
609,192.89878615160146,14023
610,192.59912545695317,17041
611,192.57882982589973,12933
612,192.3788484868271,3382
613,192.32050667437156,14898
614,192.308921794946,32662
615,192.1930534099991,26968
616,192.11466061469372,21735
617,191.34150366097316,583
618,191.3323400110279,1102
619,190.9184778759024,10046
620,190.9184778759024,10045
621,190.9184778759024,10044
622,190.9184778759024,10042
623,190.9184778759024,10041
624,190.9184778759024,10040
625,190.9184778759024,10067
626,190.9184778759024,10051
627,190.9184778759024,10050
628,190.9184778759024,10048
629,190.9184778759024,10047
630,190.9184778759024,10059
631,190.9184778759024,10058
632,190.9184778759024,10054
633,190.9184778759024,10053
634,190.9184778759024,10052
635,190.9184778759024,10057
636,190.9184778759024,10055
637,190.9184778759024,10056
638,190.9184778759024,10066
639,190.9184778759024,10065
640,190.9184778759024,10061
641,190.9184778759024,10060
642,190.9184778759024,10064
643,190.9184778759024,10062
644,190.9184778759024,10069
645,190.9184778759024,10068
646,190.79149280184612,931
647,190.57233080466247,7050
648,190.41924035776384,25481
649,190.41924035776384,25482
650,190.3690430619234,5453
651,190.3690430619234,5450
652,190.073001820727,15823
653,190.0581510115404,4642
654,189.90710646714138,7305
655,189.40139273046955,5107
656,189.371426186038,9396
657,189.22167756926407,4531
658,189.18677794575905,22166
659,188.969579704823,3962
660,188.96581366906844,20793
661,188.372197947808,517
662,188.3465592795232,19179
663,187.7423879574973,20391
664,187.39083801941715,12542
665,186.78725568737818,596
666,186.3408534378704,20999
667,186.3408534378704,20998
668,186.3408534378704,20997
669,186.3408534378704,21003
670,185.95109345525566,833
671,185.94646955756204,5886
672,185.79563606438242,19739
673,185.76559025029465,7179
674,185.62221847121504,1101
675,185.06806923767726,9401
676,184.70717507829994,5889
677,184.66250030903092,19191
678,184.64386240402948,16369
679,184.64386240402948,16366
680,184.64386240402948,16363
681,184.62769167396237,23586
682,184.55477678058682,17208
683,184.39231387724496,12965
684,184.35227807469283,15709
685,184.34086305445564,16357
686,184.31960167655694,11272
687,184.30881515768158,11274
688,184.04841011131668,10868
689,184.0261700442821,21903
690,183.24485435538386,5736
691,182.67017208167206,5928
692,182.5307955127012,13585
693,182.49417491056755,3240
694,182.3519130785589,16247
695,182.1339128958226,16360
696,182.1339128958226,16365
697,181.65377636903725,3843
698,181.45124688895027,19203
699,181.38980527526869,22437
700,181.30518721417897,18697
701,181.30518721417897,18696
702,181.2767180085308,8676
703,181.1772822746562,21009
704,181.13601127270624,21616
705,180.8711982829532,6072
706,180.73914949946814,20430
707,180.649497941154,13191
708,180.6479310388306,19763
709,180.48681132677788,8439
710,180.2905416178933,636
711,179.70052653487085,19185
712,179.66577865254257,6616
713,179.52340703369134,7654
714,179.3936605688841,8961
715,179.38587478058827,700
716,179.27790587880787,29448
717,179.14947666727898,3718
718,179.06775963133444,5888
719,178.41835125395593,3769
720,178.18836381003686,9398
721,177.8983833319816,7217
722,177.849776300249,9601
723,177.50302151034444,18869
724,177.4438932887465,2294
725,177.4010699627767,12760
726,177.3707683388599,15806
727,176.924599755451,13799
728,176.4429530700638,14349
729,176.41357657343406,12631
730,176.41357657343406,12628
731,176.41357657343406,12636
732,176.41357657343406,12634
733,176.41357657343406,12651
734,176.41357657343406,12641
735,176.41357657343406,12652
736,176.39985427721055,1348
737,175.98983394241662,28857
738,175.8016615312439,10259
739,175.70716219598054,10301
740,175.34655295575675,13434
741,175.25159287505195,10656
742,174.80615594666338,9433
743,174.6499969644589,6962
744,174.64438624152345,1867
745,174.64341627971254,31372
746,174.16796175313087,14532
747,173.99245750828547,6018
748,173.95472968535108,16456
749,173.36611526560935,28969
750,173.2326471669264,5275
751,173.22013560476873,28496
752,172.91019871060962,26521
753,172.89577326698864,4564
754,172.76561372642414,11849
755,172.65855094420937,17475
756,172.60162235026772,5033
757,172.53322203098836,17862
758,172.50421068946682,16359
759,172.13736067061672,2058
760,172.06799099416284,30004
761,171.90768435954232,3122
762,171.82601976449962,14561
763,171.62894973853383,16065
764,171.42226226320574,17461
765,171.41470976657973,20006
766,171.27637176275576,17936
767,171.19491526088254,7645
768,171.18453038098127,26893
769,171.14935151602782,4230
770,170.85990703323748,20934
771,170.4301537110062,30084
772,170.22866106242233,23237
773,169.38648744527455,3158
774,168.57531447747712,19542
775,168.45872379235402,2061
776,168.24565646845633,6947
777,168.1951718847089,10123
778,168.07730238967474,11841
779,168.04624912731893,26527
780,167.97074389151229,4228
781,167.9670072887599,15645
782,167.8110771348394,5110
783,167.78298570535716,3688
784,167.43397033610094,12836
785,167.11848202000917,20982
786,167.00140760684062,22862
787,166.9104965193028,15177
788,166.8925521615477,3470
789,166.70921843499073,3565
790,166.66635089801858,22812
791,166.604701809716,23589
792,166.20805717033255,15915
793,166.07512889915031,2537
794,166.0717605130026,862
795,165.64587690356134,12109
796,165.48020306349554,6866
797,165.42669151914714,25936
798,165.1283647583869,16093
799,165.07414967447338,22494
800,164.5633617840628,15982
801,164.34687443931443,19740
802,163.9120235225436,3978
803,163.59840494370326,2947
804,163.25202647655973,14449
805,163.25202647655973,14451
806,163.25202647655973,14450
807,163.25202647655973,14457
808,163.25202647655973,14455
809,163.25202647655973,14452
810,163.25202647655973,14461
811,163.25202647655973,14460
812,163.25202647655973,14459
813,163.25202647655973,14462
814,163.19046111178258,780
815,163.0808905820764,6054
816,162.99014951787436,7272
817,162.86034957779762,5034
818,162.12475535508136,25714
819,162.10471477818976,6468
820,161.7624374538995,10328
821,161.47053981143776,5842
822,161.3488005576691,11644
823,161.22176534339826,5189
824,161.20187293551098,31394
825,161.07566748504138,9406
826,161.02894483477152,3437
827,160.60602529938387,12204
828,160.44936730294702,11385
829,160.3830061257022,5514
830,160.19496862010755,5117
831,160.12339512852256,9067
832,160.12339512852256,9068
833,160.05824036828224,2665
834,159.8689411469034,752
835,159.7899064011559,13683
836,159.7140658960121,13273
837,159.49159023597505,4684
838,159.49159023597505,4687
839,159.0917905919405,6274
840,158.97537297727868,13161
841,158.59486634419522,23174
842,157.9462481387917,4646
843,157.6937320760323,922
844,157.6827609450989,13188
845,157.6250083492366,9383
846,157.51415949625667,17823
847,157.3878451233397,1719
848,157.30209912420608,7275
849,157.29210839256626,3730
850,157.27311907226826,10960
851,157.08976731531067,5435
852,157.0341332780744,5564
853,156.95370686272508,28855
854,156.93993535567586,709
855,156.3582260864546,16393
856,156.3582260864546,16389
857,156.35147411093646,17104
858,156.35147411093646,17929
859,156.25805655155682,17755
860,156.24179743294707,11456
861,155.71552813289415,25246
862,155.71552813289415,25240
863,155.503493795444,12076
864,155.05851213850434,14027
865,154.53100817650846,17210
866,154.157001814151,21691
867,154.0898495232484,9914
868,153.7021408751233,8380
869,153.2936097838875,3845
870,153.0840291088729,31381
871,152.89988879272337,15710
872,152.47271623969627,5826
873,152.22840386750235,20619
874,152.0302701929817,20972
875,151.9544491036973,15072
876,151.7902753361304,14601
877,151.7734415370535,26978
878,151.5125579404674,25198
879,151.34567251427615,6606
880,151.28142350762712,15375
881,151.27385228042897,21979
882,151.11373652887374,12117
883,150.95701437770333,5980
884,150.92761304827317,12819
885,150.92761304827317,12824
886,150.92761304827317,12822
887,150.75265240721373,16522
888,150.6679900310744,3567
889,150.63571700663525,20980
890,150.61433720494384,20100
891,150.5949654671585,8658
892,150.41125358306505,14897
893,150.22574436332783,597
894,149.83888194155614,18458
895,149.7718386297759,3539
896,149.70138240944493,3069
897,149.55966772948472,26531
898,149.37574859413056,26552
899,149.11467506653506,8016
900,148.87629862467924,6915
901,148.79983967817958,12208
902,148.5579903875471,19389
903,148.395355141366,12783
904,148.34780284182614,5451
905,148.2332184041994,561
906,148.182181624449,776
907,148.14221044722595,6055
908,147.87878774244646,10122
909,147.84144719132127,3667
910,147.55571013106916,14876
911,147.43562800232854,5708
912,147.40509674990207,9443
913,146.85860600876205,1224
914,146.64195187671663,1084
915,146.55443168000164,12214
916,146.52616970225463,14032
917,146.51308704859335,12558
918,146.47283366001423,25556
919,146.21563249409772,25483
920,146.07918818351322,20312
921,145.95383279640282,4668
922,145.92949830463206,5425
923,145.8459069523898,12782
924,145.63516556079446,7047
925,145.5702010881712,1488
926,145.43569538723983,24273
927,145.15176695959877,26535
928,145.00263231877705,3375
929,144.81153599820243,5822
930,144.7945949069332,10772
931,144.65744516592054,14292
932,144.54322049595274,24702
933,144.54322049595274,24701
934,144.54248433564558,5444
935,144.52055284197868,17545
936,144.23468733245107,8095
937,144.20480269209457,21800
938,144.09702967814687,18140
939,144.04836268617944,4909
940,144.00432520461354,5462
941,144.00416862670778,12947
942,143.61338665980534,22775
943,143.54267658086914,5807
944,143.15676514412138,3985
945,143.1553798200958,7391
946,143.13151678644118,5480
947,142.99738829293725,524
948,142.76171978379912,11902
949,142.56024234211682,3856
950,142.48798800923961,20121
951,142.23769799464483,9282
952,142.10150851773696,2286
953,142.03518248028013,25241
954,142.03518248028013,25239
955,142.03518248028013,25242
956,141.69621050212066,7531
957,141.6844868505283,12770
958,141.66775293229273,26977
959,141.64090715773983,8965
960,141.4687961204132,3311
961,141.4406336080115,3660
962,141.31977437964963,5109
963,140.95250524852878,7269
964,140.8219276678574,12012
965,140.7285220415085,8150
966,140.70534142078407,23537
967,140.70012402225262,935
968,140.6146055482874,18328
969,140.4936291562486,3002
970,140.3600617008987,23567
971,140.20282796900315,7069
972,139.94656670309382,5433
973,139.78882133556024,4072
974,139.64727525101355,11282
975,139.5964097303338,4436
976,139.01050316683896,19062
977,138.92327523420178,5997
978,138.77639140043175,13083
979,138.77594916527644,9919
980,138.77594916527644,9918
981,138.77594916527644,9922
982,138.75836599436894,26363
983,138.69686099252368,18054
984,138.50226625052017,4515
985,138.41495541380758,11768
986,138.36576439792447,26652
987,138.35798871636678,22591
988,138.35698257880264,7389
989,138.00214143050323,21611
990,137.85169704976357,14585
991,137.84257114682543,2722
992,137.68937580858258,1315
993,137.64029010281308,24727
994,137.62930753512447,12372
995,137.3802319990502,18840
996,137.3055987926526,6891
997,137.28084622972878,18721
998,137.00740424530252,1070
999,136.98655003593964,13546
1000,136.98655003593964,13554
1001,136.98655003593964,13558
1002,136.98655003593964,13561
1003,136.98655003593964,13568
1004,136.96987501966498,6649
1005,136.84812760758282,14144
1006,136.62258987806848,25751
1007,136.5154712562277,2057
1008,136.44909184393794,21977
1009,136.21350199693197,2180
1010,136.160275161786,36802
1011,136.160275161786,36801
1012,136.160275161786,36793
1013,136.160275161786,36791
1014,136.160275161786,36800
1015,136.160275161786,36794
1016,136.160275161786,36798
1017,136.160275161786,36795
1018,136.160275161786,36797
1019,136.01396665404468,11645
1020,135.54130240025535,6034
1021,135.49796690895744,12656
1022,135.3359886936542,1665
1023,135.2678819235253,7655
1024,135.0954961074914,5193
1025,135.03225864085914,3540
1026,134.7296201507152,2536
1027,134.49779358141373,12084
1028,134.49563784283987,20604
1029,134.15423208011765,15212
1030,134.12986072841136,26526
1031,134.06188951793274,5737
1032,133.87843894227885,12942
1033,133.7195184306251,12460
1034,133.69976902308338,5443
1035,133.66056446302773,20109
1036,133.66056446302773,20117
1037,133.44018054854135,10519
1038,133.3929654042119,2142
1039,133.296942857761,18252
1040,133.2348115001166,5758
1041,132.81447975717595,15965
1042,132.68177326358193,17254
1043,132.57333403704288,23609
1044,132.22413706779423,15347
1045,131.97438776226528,3824
1046,131.87282955951846,12953
1047,131.85429882916145,3952
1048,131.71337769297708,20981
1049,131.6622164096984,22567
1050,131.46755933820185,13681
1051,131.2488665913285,33622
1052,131.14066698093083,23300
1053,131.14066698093083,23299
1054,131.09535816539963,19184
1055,131.09535816539963,19180
1056,130.51938863886474,1644
1057,130.5080909075034,13801
1058,130.46919006850115,13078
1059,130.37339374625813,19539
1060,130.35271490151885,12498
1061,130.2810800146536,3197
1062,130.2330774674998,13824
1063,130.11262394239145,4804
1064,130.05795298298767,23291
1065,129.78997065697232,6604
1066,129.72161385456226,23570
1067,129.716054338782,7115
1068,129.70134633431013,6217
1069,129.6978000716799,2048
1070,129.3231309600855,7972
1071,129.04856577638438,20959
1072,129.00347431276091,16352
1073,129.00347431276091,16354
1074,129.00347431276091,16355
1075,129.00347431276091,16356
