,NI,u
513,31.50721058497657,455
514,31.497504583494297,2718
515,31.455596079233622,1549
516,31.43856084569379,395
517,31.348666833307828,4779
518,31.342536487629012,6933
519,31.337088753627594,4098
520,31.337088753627594,327
521,31.174488185853374,3637
522,31.117385018129706,7353
523,31.117385018129706,3855
524,31.117385018129706,6890
525,31.117385018129706,4567
526,31.06251703149212,4837
527,31.024581237240408,3694
528,31.01105679976035,7332
529,30.979003514576704,1446
530,30.944046325144612,5675
531,30.841472493736557,6508
532,30.771443000237866,2618
533,30.686328356584816,2908
534,30.645210487814474,7164
535,30.548993490900443,1793
536,30.531108382587444,3189
537,30.406041008677068,7232
538,30.369566330594445,355
539,30.32091726466539,6198
540,30.21413104317361,5723
541,30.20648983692715,2689
542,30.16033442290686,1273
543,30.16033442290686,1298
544,30.13630471924933,5766
545,30.045542532593355,5288
546,29.94893605095525,5411
547,29.914727831874423,2541
548,29.89153934726635,7179
549,29.829050259246586,7020
550,29.78677816080334,3639
551,29.768980349169833,6204
552,29.735982212941618,800
553,29.735982212941618,4063
554,29.7351881238991,5049
555,29.67750220965191,3480
556,29.632495844908618,346
557,29.631648711421192,7288
558,29.612062226123633,7717
559,29.601135824250136,4019
560,29.549390691178377,5775
561,29.505318924909197,5058
562,29.49945166200457,3896
563,29.480579695607904,7766
564,29.419680857916315,3020
565,29.419680857916315,7401
566,29.419680857916312,540
567,29.36501392747671,7972
568,29.157458515681874,4660
569,29.14272244856888,6201
570,29.11228946846997,1788
571,29.012169563628973,2202
572,29.012169563628973,6720
573,28.89140257613679,3069
574,28.836876605113464,2816
575,28.808978299665252,6793
576,28.80897829966525,7777
577,28.66168040439284,6522
578,28.54822203474832,7057
579,28.54822203474832,3546
580,28.54822203474832,5481
581,28.543209386579615,3083
582,28.530140264867107,52
583,28.45338438203127,5879
584,28.36263390079573,2680
585,28.166325968790623,1212
586,28.136351498206466,7580
587,28.136351498206462,3982
588,28.135209726530977,4453
589,28.109517873401856,512
590,28.104435760701385,1561
591,27.965907648006056,1359
592,27.923302321174543,7193
593,27.823141826876537,8020
594,27.764373818,6505
595,27.683763652868052,5156
596,27.63558958802085,2413
597,27.61636111359989,3966
598,27.585198383545308,693
599,27.565152625213415,7310
600,27.504918171034618,2199
601,27.503014310562932,5664
602,27.5,7277
603,27.5,454
604,27.4805416560929,6753
605,27.44558833376861,5934
606,27.4114334002459,6834
607,27.355038803252533,5624
608,27.355038803252533,7184
609,27.35503880325253,3676
610,27.269555248439108,1606
611,27.25839557705661,882
612,27.15372514460116,7568
613,27.11320557546782,1642
614,27.11320557546782,5087
615,27.11320557546782,6987
616,27.11320557546782,6738
617,27.07810204915601,6200
618,27.07810204915601,7380
619,26.96512342496387,5582
620,26.897705572471626,3348
621,26.886312665702956,4247
622,26.78838800390512,5085
623,26.770684611370427,3122
624,26.747414066563813,3657
625,26.653432946722425,6727
626,26.653432946722425,3908
627,26.653432946722425,5663
628,26.653432946722425,6719
629,26.596386252784384,7162
630,26.59638625278438,1274
631,26.53944389479111,1126
632,26.441852958967782,2875
633,26.41366078443186,6808
634,26.355701470997012,6256
635,26.355701470997012,5935
636,26.250263228428366,1054
637,26.250263228428363,4921
638,26.24545045114617,6484
639,26.2202431507643,6761
640,26.204422734976486,5547
641,26.14234109460268,6825
642,26.117531157811026,7101
643,25.99687907668141,7266
644,25.98955671634871,5999
645,25.969777718567702,6575
646,25.956085794325755,650
647,25.804577156977523,6113
648,25.722419991882578,7034
649,25.71613367376272,3262
650,25.659599342338396,2672
651,25.598197366526207,6372
652,25.5981973665262,1247
653,25.5981973665262,92
654,25.5981973665262,2006
655,25.520373912300734,7
656,25.520373912300734,5341
657,25.466848574258382,6038
658,25.426430654584905,7594
659,25.40318594257549,1070
660,25.393332538046504,7460
661,25.367435176113332,4189
662,25.20551113770003,5278
663,25.20551113770003,6985
664,25.166992867503133,5406
665,25.121151632873126,150
666,25.107388039968487,506
667,25.063187304870784,5801
668,25.063187304870784,6703
669,25.051475216658336,1822
670,25.0,7171
671,25.0,2823
672,24.99141163694647,7243
673,24.95535286347175,1147
674,24.740481636765093,1726
675,24.740481636765093,128
676,24.680276130120983,3244
677,24.680276130120983,1442
678,24.680276130120983,7192
679,24.65423538036624,5760
680,24.653925519237276,7975
681,24.622265688175876,4262
682,24.61386829887497,5418
683,24.586411128560204,1903
684,24.586411128560204,3396
685,24.5864111285602,7294
686,24.568442565176678,5575
687,24.544908200823407,7084
688,24.544908200823407,5126
689,24.5264749690474,3830
690,24.5264749690474,1166
691,24.526474969047396,5993
692,24.387854201122007,6757
693,24.367110816823548,3042
694,24.35096670811502,5024
695,24.293636498662135,5320
696,24.24516767876862,7305
697,24.126602771672072,7302
698,24.095137240345824,5312
699,24.046829312822098,5392
700,23.93661670557556,5200
701,23.934410853144467,3565
702,23.92074312255912,1524
703,23.92074312255912,3388
704,23.911485456434445,3671
705,23.827758578092055,3395
706,23.82471275618881,4363
707,23.809153749770744,4552
708,23.798464867637968,8051
709,23.76935736600717,7612
710,23.723877317673832,513
711,23.703330361394713,3789
712,23.66199339739386,4282
713,23.63690878130677,5887
714,23.60772617548364,2210
715,23.591264936727487,26
716,23.591264936727487,1087
717,23.584952830141507,2076
718,23.49105331143719,6829
719,23.460122179683708,407
720,23.44906429124396,3446
721,23.4359849924874,6588
722,23.4359849924874,3863
723,23.43133773054427,1554
724,23.394938484905076,4587
725,23.394938484905076,6873
726,23.394938484905076,6654
727,23.380808297284723,4026
728,23.370909293816815,6776
729,23.3378198658062,881
730,23.335088554804173,5403
731,23.335088554804173,6710
732,23.335088554804173,6762
733,23.335088554804173,4109
734,23.24837795208355,8233
735,23.21018970838172,3386
736,23.204669660099164,3634
737,23.154367853394216,6701
738,23.154367853394216,1197
739,23.10914784679058,5914
740,23.00284748290014,7317
741,22.986203432620037,5893
742,22.914757551126872,6136
743,22.85865426415103,2495
744,22.833760832256683,7076
745,22.831666012527887,6451
746,22.831666012527887,5543
747,22.831666012527883,7598
748,22.771391235298985,8468
749,22.721352512059003,4827
750,22.684119669282918,4424
751,22.675750989526374,1640
752,22.667968321646,275
753,22.636938031381604,6917
754,22.636938031381604,4086
755,22.636938031381604,5816
756,22.621143873048332,3907
757,22.57643600433603,1198
758,22.576436004336024,7037
759,22.551343146868966,7031
760,22.536660743152993,4382
761,22.536660743152993,7098
762,22.536660743152993,2612
763,22.509204963488546,1040
764,22.491935318211247,6048
765,22.46560031330044,7140
766,22.341836611399582,1302
767,22.341836611399582,2630
768,22.171021400815047,2688
769,22.171021400815047,7630
770,22.171021400815047,5864
771,22.15357970049269,3825
772,22.14469148075814,906
773,22.129322296315088,6627
774,22.123032946857297,4822
775,22.06561963429749,7900
776,22.0408262777155,6925
777,22.01916400286002,2165
778,21.996156278654293,5081
779,21.98034765167769,1734
780,21.961242400916,2921
781,21.918400701018854,1620
782,21.90843531408414,6916
783,21.90843531408414,7649
784,21.90843531408414,6037
785,21.90843531408414,5452
786,21.90843531408414,8089
787,21.90843531408414,1735
788,21.86197615841642,1362
789,21.817783453867882,6458
790,21.81778345386788,3580
791,21.81778345386788,6187
792,21.789228833485176,6624
793,21.778660289629517,306
794,21.778660289629514,3148
795,21.763448933637118,3381
796,21.58319865642079,5064
797,21.561414073458852,7216
798,21.556390622295662,4682
799,21.528273153378017,6794
800,21.49803934514334,4840
801,21.48412088163847,7280
802,21.48412088163847,1419
803,21.48412088163847,4001
804,21.442131861445244,4936
805,21.434898345864127,1869
806,21.419988652824156,5777
807,21.419988652824156,5720
808,21.419988652824156,4413
809,21.418111633397093,5248
810,21.32511343058,2905
811,21.32511343058,4933
812,21.32511343058,2711
813,21.2602916254693,5098
814,21.2602916254693,8235
815,21.196786343976623,4540
816,21.19272389767606,5371
817,21.19190766237003,4743
818,21.13497869432007,5464
819,21.061771942914046,7217
820,20.995114850198643,508
821,20.90615874311247,374
822,20.90615874311247,6903
823,20.871316171022084,5344
824,20.67498230521414,1608
825,20.65566051317102,5397
826,20.628690573711193,6907
827,20.628690573711193,7818
828,20.628690573711193,343
829,20.621984994069688,2930
830,20.59522630428893,5254
831,20.56646088011185,8431
832,20.56646088011185,1628
833,20.56646088011185,2876
834,20.56646088011185,1085
835,20.566460880111844,3986
836,20.566460880111844,3614
837,20.43546934263004,1649
838,20.336258240597918,495
839,20.336258240597918,8429
840,20.336258240597918,139
841,20.336258240597918,7865
842,20.336258240597918,4250
843,20.336258240597918,2874
844,20.336258240597918,1371
845,20.263327265069517,2873
846,20.25907131465248,6679
847,20.209607201391396,7236
848,20.165112968445,5563
849,20.165112968445,4377
850,20.155644370746373,4935
851,20.155644370746373,929
852,20.155644370746373,4816
853,20.155644370746373,1593
854,20.155644370746373,3498
855,20.136444023087734,3787
856,20.13485667460814,7002
857,20.117983654324462,5423
858,20.069759677327276,6450
859,19.962485224565537,5632
860,19.95701292844486,4683
861,19.95701292844486,4962
862,19.896127505609158,536
863,19.896127505609158,3322
864,19.896127505609158,7946
865,19.896127505609158,6972
866,19.896127505609158,6566
867,19.86890104740656,875
868,19.86785458020725,3059
869,19.86785458020725,5606
870,19.79898987322333,4160
871,19.79898987322333,1445
872,19.79898987322333,2936
873,19.78920262979295,5728
874,19.770412831959103,655
875,19.770412831959103,1469
876,19.7074447742988,5146
877,19.704918029622927,1012
878,19.70359543507199,7261
879,19.688176580086182,7415
880,19.655850756165346,1083
881,19.625703765951492,7012
882,19.619976837649745,3293
883,19.500527678150057,6870
884,19.500527678150057,5620
885,19.49439520986567,1297
886,19.44175903382631,4966
887,19.435199431646527,7168
888,19.435199431646527,5822
889,19.40799536540477,1810
890,19.3521485271341,4619
891,19.234165741262537,483
892,19.234165741262537,1067
893,19.136594498047298,6352
894,19.10570703572819,5681
895,19.085475856272954,7263
896,18.993089184250838,1518
897,18.993089184250838,6782
898,18.95851442895149,2987
899,18.95851442895149,4638
900,18.92646644712387,3374
901,18.830060498285967,2395
902,18.74244588034802,7014
903,18.7398228577008,5089
904,18.71968434736895,6750
905,18.71968434736895,2535
906,18.71968434736895,3417
907,18.70401121680839,1367
908,18.677695327175723,6999
909,18.677695327175723,157
910,18.677695327175723,2452
911,18.677695327175723,5799
912,18.64335270469604,4306
913,18.64335270469604,889
914,18.643352704696035,4590
915,18.643352704696035,1651
916,18.643352704696035,5818
917,18.643352704696035,7222
918,18.643352704696035,9276
919,18.624791987309962,3601
920,18.602755172285637,6831
921,18.602755172285637,6886
922,18.5899293020252,5686
923,18.55648575588767,2851
924,18.55648575588767,1667
925,18.55648575588767,2547
926,18.55648575588767,4200
927,18.55648575588767,45
928,18.520165827812175,2976
929,18.478149294618987,5290
930,18.478149294618987,3871
931,18.478149294618987,6970
932,18.462282664197442,4082
933,18.45692344358592,4293
934,18.355439068151565,3660
935,18.351844780550113,7159
936,18.320274690887604,5263
937,18.320274690887604,6909
938,18.320274690887604,5690
939,18.309898635891074,3325
940,18.309898635891074,1452
941,18.3064817650289,6332
942,18.253603318380932,1341
943,18.23854231831699,6888
944,18.15829868065926,6495
945,18.140079933671736,1732
946,18.140079933671736,7314
947,18.140079933671736,6670
948,18.140079933671736,6104
949,18.11278124459133,2613
950,18.08833017916884,5636
951,18.06466412766753,899
952,18.045308254831884,4002
953,18.026614544983815,9162
954,17.980066833630467,6976
955,17.90253563890201,7100
956,17.830691936739214,6515
957,17.830691936739214,754
958,17.830691936739214,8087
959,17.830691936739214,5330
960,17.83069193673921,5375
961,17.797833205419526,4244
962,17.748579017403525,1268
963,17.697469650074623,5871
964,17.628315782573658,7028
965,17.628315782573658,2048
966,17.628315782573658,4334
967,17.585785974852715,8176
968,17.585785974852712,1281
969,17.585785974852712,5819
970,17.585785974852712,405
971,17.52261448373013,1684
972,17.5,7260
973,17.49757650945701,3888
974,17.422666441138233,7660
975,17.41119719435559,1604
976,17.395763233471722,3714
977,17.388188103497022,1824
978,17.37931773199534,5061
979,17.37931773199534,4765
980,17.37931773199534,5901
981,17.37931773199534,4814
982,17.37931773199534,3915
983,17.37931773199534,2500
984,17.37931773199534,3808
985,17.37931773199534,5442
986,17.37931773199534,7313
987,17.37931773199534,5152
988,17.37931773199534,6785
989,17.377421482459333,2925
990,17.343658503911065,6389
991,17.30516318213164,3656
992,17.26621016787866,1032
993,17.2622435497065,7609
994,17.262243549706497,7769
995,17.262243549706497,3698
996,17.262243549706497,832
997,17.21831405040312,7051
998,17.157172028782224,2845
999,17.143990698113274,7190
1000,17.143990698113274,6662
1001,17.08756365105433,792
1002,17.044553934897053,5192
1003,17.023806656922755,5110
1004,17.02380665692275,3092
1005,17.02380665692275,6636
1006,17.02380665692275,3006
1007,17.004164920765216,7715
1008,16.985821278423202,6362
1009,16.938817099606474,908
1010,16.938817099606474,6023
1011,16.84969108521366,6671
1012,16.7763585221075,6282
1013,16.734584677634093,3629
1014,16.670762897377006,2735
1015,16.6580411804608,8205
1016,16.655004786287893,5136
1017,16.631044896221056,8556
1018,16.631044896221056,6842
1019,16.631044896221056,814
1020,16.631044896221056,5875
1021,16.627717114059923,7588
1022,16.554813578642165,3939
1023,16.520058756859957,6991
1024,16.514252074985215,1335
1025,16.50831380201309,1017
1026,16.493967739684905,3120
1027,16.469901836948576,6577
1028,16.46902824153702,5909
1029,16.409124376814646,3339
1030,16.409124376814646,4851
1031,16.36575185651494,6578
1032,16.364860458929336,22
1033,16.364860458929336,2792
1034,16.364860458929336,5459
1035,16.364860458929336,6455
1036,16.33114447081893,622
1037,16.33114447081893,6908
1038,16.33114447081893,849
1039,16.32687238530842,6337
1040,16.32687238530842,3449
1041,16.32397227640808,4418
1042,16.290167593829292,3445
1043,16.281787284912802,5316
1044,16.277279910982,2170
1045,16.23672883269417,7760
1046,16.23672883269417,7447
1047,16.23672883269417,1588
1048,16.23672883269417,4374
1049,16.176364628341435,5905
1050,16.1245154965971,7001
1051,16.1245154965971,6975
1052,15.951107697247398,1754
1053,15.951107697247398,5869
1054,15.950870742353741,5463
1055,15.945218719101975,3452
1056,15.871511888659192,1966
1057,15.871511888659192,5492
1058,15.822633735661517,5866
1059,15.813127049756027,5332
1060,15.810386847634792,7022
1061,15.810386847634792,6699
1062,15.810386847634792,6520
1063,15.810386847634792,1879
1064,15.810386847634792,4686
1065,15.810386847634792,5137
1066,15.810386847634792,2040
1067,15.810386847634792,3918
1068,15.810386847634792,3917
1069,15.810386847634792,4980
1070,15.810386847634792,2267
1071,15.810386847634792,4111
1072,15.787858081195344,6346
1073,15.723713041612632,4626
1074,15.723713041612632,6806
1075,15.723112331184229,6461
1076,15.723112331184229,7733
1077,15.652475842498529,4614
1078,15.652475842498529,2515
1079,15.647551713223057,6714
1080,15.622407350203613,4820
